account_id,open_date,kyc_risk_score,segment,fraud_ring_id,open_day_offset,account_age_at_sim_start_days,is_cold_start,decision_day_offset,account_age_days_at_decision,txn_count,total_amount,max_amount,amount_std,active_days,rail_diversity,txn_per_active_day,device_degree,component_size,component_id,txn_graph_degree,label_any_fraud,coldstart_risk_score
acct_f30426f805,2025-03-18,0.38547667512650696,legit,,-289,289,0,90,379,2.0,211.95,149.17,61.08695482670583,2.0,2.0,1.0,1,2,23,5.0,0,0.10782542887822216
acct_2d1888da4f,2025-01-12,0.14918122276449663,legit,,-354,354,0,90,444,6.0,738.33,311.0,123.99674201365131,6.0,3.0,1.0,1,2,24,16.0,0,0.06771151370628571
acct_1ee6f50198,2025-09-03,0.15106225411705126,legit,,-120,120,0,90,210,7.0,1346.18,502.12,168.0291533661715,6.0,4.0,1.1666666666666667,1,2,25,15.0,0,0.06489115085147006
acct_acccf38da2,2024-11-02,0.3391905005444131,legit,,-425,425,0,90,515,5.0,1161.79,930.75,391.6951450682023,5.0,2.0,1.0,1,2,26,11.0,0,0.04593552567456755
acct_8c85351238,2024-08-21,0.3151785121966234,legit,,-498,498,0,90,588,5.0,1205.75,492.44,198.40727910033945,5.0,2.0,1.0,1,2,27,12.0,0,0.03219610336687497
acct_9ca5bb88fa,2024-06-13,0.2778593587680064,legit,,-567,567,0,90,657,5.0,511.62,167.75,62.1349702663484,4.0,3.0,1.25,1,2,28,13.0,0,0.005215819185626312
acct_1ad9667ac0,2024-04-29,0.2640022970968874,legit,,-612,612,0,90,702,5.0,379.77,220.29,83.83161772267071,5.0,2.0,1.0,1,2,29,11.0,0,0.008352426194061053
acct_4158fb8387,2024-03-14,0.35457145335378276,legit,,-658,658,0,90,748,3.0,130.57,68.48,22.91537984265881,3.0,2.0,1.0,1,2,30,8.0,0,0.08758012315721168
acct_c0c8fa9ed9,2025-05-15,0.27683146585296187,legit,,-231,231,0,90,321,6.0,710.1700000000001,190.02,52.44860624141186,6.0,3.0,1.0,1,2,31,9.0,0,0.00907395218455069
acct_6c409b8cba,2024-04-29,0.258109488338667,legit,,-612,612,0,90,702,5.0,930.06,406.7,169.4901775030046,5.0,3.0,1.0,1,2,32,18.0,0,0.004982509384218969
acct_33f9bb0ac6,2025-07-16,0.2846943278427981,legit,,-169,169,0,90,259,2.0,256.54,165.33,52.41075462154692,2.0,1.0,1.0,1,2,33,11.0,0,0.015669643397118866
acct_7749edd6f1,2024-06-04,0.07514130161732002,legit,,-576,576,0,90,666,7.0,1302.3400000000001,658.98,215.30010415143568,7.0,4.0,1.0,1,2,34,12.0,0,0.20077669494825887
acct_f8c62274c2,2024-08-24,0.21163945403712384,legit,,-495,495,0,90,585,7.0,1623.5,1055.19,369.8367628845899,6.0,3.0,1.1666666666666667,1,2,35,17.0,0,0.031453169250909845
acct_c546e4b9a7,2024-11-09,0.17333465821079896,legit,,-418,418,0,90,508,6.0,661.14,233.81,81.39782626090208,6.0,2.0,1.0,1,2,36,11.0,0,0.050432393402593555
acct_bc5b3f7b67,2025-01-15,0.21698292985279796,legit,,-351,351,0,90,441,6.0,891.6700000000001,222.31,65.33537982339023,6.0,2.0,1.0,1,2,37,9.0,0,0.03411855550558714
acct_a06d3bd7c7,2025-06-14,0.14610026611681082,legit,,-201,201,0,90,291,8.0,885.11,258.06,95.27440751212109,7.0,3.0,1.1428571428571428,1,2,38,14.0,0,0.06660739605202223
acct_7a7a5127d1,2025-09-13,0.3661934025509777,legit,,-110,110,0,90,200,4.0,518.07,414.63,191.94610100668018,4.0,3.0,1.0,1,2,39,8.0,0,0.09318146394810752
acct_2ffe2e5be7,2024-04-13,0.20981379640170703,legit,,-628,628,0,90,718,6.0,761.9,260.42,88.20320734909058,6.0,3.0,1.0,1,2,40,20.0,0,0.03688221181456141
acct_04b3422b32,2024-11-02,0.26953036781260065,legit,,-425,425,0,90,515,6.0,751.0,358.0,132.59392545160833,6.0,2.0,1.0,1,2,41,16.0,0,0.014237171961318068
acct_0332979fee,2024-11-02,0.3353471895751426,legit,,-425,425,0,90,515,7.0,440.72,119.47,29.472622324229423,7.0,3.0,1.0,1,2,42,14.0,0,0.04933148165462868
acct_146df5089e,2024-11-10,0.345201668223991,legit,,-417,417,0,90,507,3.0,280.34,141.14,45.71816415095134,3.0,2.0,1.0,1,2,43,11.0,0,0.06752214384763228
acct_9b842ea99c,2024-10-07,0.19451778488025195,legit,,-451,451,0,90,541,3.0,246.2,129.39,44.77996687508079,3.0,2.0,1.0,1,2,44,11.0,0,0.03711743006942903
acct_c1808baaeb,2025-11-11,0.3529571057508585,legit,,-51,51,0,90,141,4.0,604.01,358.93,142.85188398594306,4.0,3.0,1.0,1,2,45,10.0,0,0.08672989723824738
acct_82082ad493,2025-05-23,0.09691764119944937,legit,,-223,223,0,90,313,5.0,982.63,571.8,236.8872296684648,5.0,2.0,1.0,1,2,46,11.0,0,0.1605229842171843
acct_8900dfb2df,2025-02-20,0.11400553431958232,legit,,-315,315,0,90,405,1.0,153.03,153.03,0.0,1.0,1.0,1.0,1,2,47,12.0,0,0.11933105459597969
acct_3d47a1214a,2024-05-06,0.3096592892864517,legit,,-605,605,0,90,695,5.0,1202.96,535.65,180.32165432914593,5.0,3.0,1.0,1,2,48,11.0,0,0.03252253821024699
acct_4cd0858493,2025-10-23,0.26709108832846784,legit,,-70,70,0,90,160,8.0,934.32,314.9,109.77973583498914,8.0,4.0,1.0,1,2,49,18.0,0,0.013283764061117155
acct_8ede88344c,2025-02-01,0.1987296824396159,legit,,-334,334,0,90,424,8.0,965.74,456.16,137.73310814241952,8.0,4.0,1.0,1,2,50,14.0,0,0.03124889339242359
acct_7c7df17784,2024-08-26,0.2690247629292057,legit,,-493,493,0,90,583,6.0,1195.9499999999998,635.55,225.24065953996845,6.0,3.0,1.0,1,2,51,11.0,0,0.017138233587770627
acct_701511ece5,2024-01-05,0.2128784152335714,legit,,-727,727,0,90,817,7.0,464.09,255.95,86.67033718417764,7.0,3.0,1.0,1,2,52,16.0,0,0.03284324095281152
acct_089d41988e,2024-08-24,0.30481302850688935,legit,,-495,495,0,90,585,7.0,2254.86,1216.06,400.07371694536016,7.0,3.0,1.0,1,2,53,16.0,0,0.01937799650055483
acct_c7e98ae8c1,2025-04-22,0.2064335384121914,legit,,-254,254,0,90,344,10.0,1223.9,277.35,107.72794540982495,10.0,3.0,1.0,1,2,54,16.0,0,0.03426408363495043
acct_97c0e2255f,2025-08-08,0.2041914527202005,legit,,-146,146,0,90,236,8.0,1107.71,284.93,100.20148942969148,8.0,4.0,1.0,1,2,55,17.0,0,0.024930142571436595
acct_1a3bcf02a5,2024-06-10,0.30843669769426985,legit,,-570,570,0,90,660,6.0,799.4100000000001,417.68,145.69080214618904,6.0,3.0,1.0,1,2,56,11.0,0,0.024027715333478777
acct_0c9d86cbff,2024-07-15,0.19367171917567313,legit,,-535,535,0,90,625,6.0,1259.32,422.85,128.19345921951972,6.0,3.0,1.0,1,2,57,12.0,0,0.03551204059219797
acct_7ba2c498dc,2024-03-12,0.3076895990687091,legit,,-660,660,0,90,750,8.0,3984.9399999999996,2051.18,667.6026782397275,8.0,4.0,1.0,1,2,58,9.0,0,0.019818402587132765
acct_4dd9a812a7,2024-12-17,0.30358374112359326,legit,,-380,380,0,90,470,1.0,40.86,40.86,0.0,1.0,1.0,1.0,1,2,59,6.0,0,0.020516564168062416
acct_dc180de25c,2024-12-21,0.23818174185886917,legit,,-376,376,0,90,466,6.0,1535.89,656.07,232.4135053233066,6.0,3.0,1.0,1,2,60,13.0,0,0.01612515574222789
acct_e0ccdf7969,2025-01-24,0.19920420255470156,legit,,-342,342,0,90,432,8.0,1498.53,916.2,299.71725704343896,8.0,4.0,1.0,1,2,61,16.0,0,0.03195731819883547
acct_90dbc10d6c,2024-08-11,0.04751986792503643,legit,,-508,508,0,90,598,7.0,836.56,267.46,80.65584405951239,6.0,4.0,1.1666666666666667,1,2,62,16.0,0,0.3033114672702175
acct_62dd011b72,2024-09-17,0.07634650330922954,legit,,-471,471,0,90,561,13.0,1037.67,277.94,75.76233106031195,12.0,4.0,1.0833333333333333,1,2,63,20.0,0,0.19830272784296163
acct_dd732b268d,2025-04-07,0.1303303806878222,legit,,-269,269,0,90,359,7.0,749.77,255.04,94.60577184647174,6.0,2.0,1.1666666666666667,1,2,64,12.0,0,0.10163308358765362
acct_944a1de7da,2025-09-11,0.2979729072068124,legit,,-112,112,0,90,202,7.0,1599.34,827.28,291.21663269315997,7.0,1.0,1.0,1,2,65,15.0,0,0.010809322270185232
acct_32ded232af,2024-12-21,0.20462049351527323,legit,,-376,376,0,90,466,9.0,894.8,209.73,56.03378350999015,9.0,2.0,1.0,1,2,66,17.0,0,0.024451016208002677
acct_33cfdc2c51,2024-07-31,0.4059073957343279,legit,,-519,519,0,90,609,6.0,1982.0,628.06,237.67581355002588,5.0,4.0,1.2,1,2,67,12.0,0,0.14160713909173098
acct_8f015e7beb,2025-06-01,0.3385018682160504,legit,,-214,214,0,90,304,5.0,802.01,239.73,66.22115726865546,5.0,2.0,1.0,1,2,68,10.0,0,0.04820033526534381
acct_29779e406d,2024-06-05,0.13796587839881475,legit,,-575,575,0,90,665,3.0,960.46,617.21,283.4211206549952,3.0,3.0,1.0,1,2,69,11.0,0,0.08963630842454902
acct_7dfda357ce,2024-07-05,0.13599735341073027,legit,,-545,545,0,90,635,13.0,2318.82,420.94,124.1054012698842,11.0,3.0,1.1818181818181819,1,2,70,22.0,0,0.09680367836282477
acct_a023f6a935,2025-05-26,0.20931603089193251,legit,,-220,220,0,90,310,5.0,489.77,116.4,16.673895165797344,5.0,2.0,1.0,1,2,71,10.0,0,0.03243439968692088
acct_e16d4a39e5,2025-09-04,0.042721549216918175,legit,,-119,119,0,90,209,4.0,287.95,143.69,51.08139868549673,4.0,4.0,1.0,1,2,72,8.0,0,0.3156939500427611
acct_80dbbe06f7,2025-01-17,0.3021308372255029,legit,,-349,349,0,90,439,5.0,935.38,821.56,354.7760658922752,5.0,3.0,1.0,1,2,73,12.0,0,0.020406222924925495
acct_673a26fd58,2024-05-15,0.1787020053163847,legit,,-596,596,0,90,686,9.0,524.72,121.5,31.76575073006215,9.0,2.0,1.0,1,2,74,15.0,0,0.051764766680004654
acct_bf74f30f2f,2024-10-23,0.07647305747338545,legit,,-435,435,0,90,525,9.0,1654.96,786.44,241.07348366790114,9.0,4.0,1.0,1,2,75,12.0,0,0.19830272784296163
acct_8f6b9e46e9,2025-11-19,0.1864608749123437,legit,,-43,43,0,90,133,6.0,744.21,205.98,84.83739476197981,6.0,2.0,1.0,1,2,76,11.0,0,0.04454001506143949
acct_ec0a0a2351,2024-06-20,0.27792114536256446,legit,,-560,560,0,90,650,7.0,916.42,348.09,122.37589818727729,7.0,4.0,1.0,1,2,77,24.0,0,0.005249197014892602
acct_0d0236fc3b,2025-04-30,0.4422134669585098,legit,,-246,246,0,90,336,6.0,609.5699999999999,219.2,78.22920113359204,6.0,3.0,1.0,1,2,78,17.0,0,0.2502292509239725
acct_42812d4378,2024-09-19,0.22127732470323708,legit,,-469,469,0,90,559,8.0,869.16,265.8,93.17560563642334,8.0,4.0,1.0,1,2,79,13.0,0,0.031132619046826782
acct_31fe678df8,2024-09-18,0.27151307619475795,legit,,-470,470,0,90,560,9.0,915.13,415.45,132.01298652447457,9.0,4.0,1.0,1,2,80,13.0,0,0.006135128369026442
acct_84329c3439,2025-10-04,0.2763996020766118,legit,,-89,89,0,90,179,2.0,268.52,217.56,117.8039897456788,2.0,1.0,1.0,1,2,81,7.0,0,0.009012884245789853
acct_3d83f6faf9,2025-07-30,0.3502133495097494,legit,,-155,155,0,90,245,3.0,686.1,369.99,177.48551292992903,3.0,3.0,1.0,1,2,82,9.0,0,0.08193602214929256
acct_25975173cb,2024-12-22,0.2928245270979411,legit,,-375,375,0,90,465,7.0,601.84,148.81,52.86420865900536,7.0,3.0,1.0,1,2,83,15.0,0,0.01808858923834935
acct_d5cf097c10,2024-08-15,0.10734843348125789,legit,,-504,504,0,90,594,1.0,568.07,568.07,0.0,1.0,1.0,1.0,1,2,84,5.0,0,0.13836199750993486
acct_d957c3d62d,2025-09-21,0.1732298160700303,legit,,-102,102,0,90,192,4.0,592.76,325.45,123.89655658384268,4.0,2.0,1.0,1,2,85,10.0,0,0.05033684868174431
acct_333e637ca2,2025-05-07,0.20322282362130784,legit,,-239,239,0,90,329,13.0,7643.0,5000.0,1356.509592700967,10.0,3.0,1.3,1,2,86,18.0,0,0.02478279260093109
acct_365967ea42,2024-02-24,0.08479766229324295,legit,,-677,677,0,90,767,2.0,147.97,99.57,36.18265399331564,2.0,2.0,1.0,1,2,87,12.0,0,0.18634286618254275
acct_a353d85c41,2024-09-30,0.2233332763481472,legit,,-458,458,0,90,548,7.0,576.4499999999999,268.51,89.19749286461662,7.0,4.0,1.0,1,2,88,13.0,0,0.029706303170097488
acct_d7c2d2ed22,2024-10-15,0.07350324465968106,legit,,-443,443,0,90,533,9.0,1204.1699999999998,367.78,104.6859133312596,8.0,2.0,1.125,1,2,89,20.0,0,0.20664186937022086
acct_b1f9d81d1e,2025-02-13,0.2876216616940234,legit,,-322,322,0,90,412,5.0,1299.53,576.59,242.76489043928905,5.0,3.0,1.0,1,2,90,9.0,0,0.013622883156252217
acct_c7ce211614,2024-12-30,0.35057518814732574,legit,,-367,367,0,90,457,6.0,429.58000000000004,189.74,63.04096213309777,6.0,3.0,1.0,1,2,91,13.0,0,0.0837805084972523
acct_4dd8dc2d63,2025-05-23,0.5996634959208795,legit,,-223,223,0,90,313,3.0,231.82999999999998,109.17,54.316861409081184,3.0,2.0,1.0,1,2,92,9.0,0,0.6866287718491257
acct_9503b5723e,2024-12-27,0.29972913199311957,legit,,-370,370,0,90,460,6.0,925.29,322.03,119.40562746370037,5.0,4.0,1.2,1,2,93,12.0,0,0.013306175497953961
acct_9518c8b101,2025-08-12,0.0,legit,,-142,142,0,90,232,4.0,592.12,322.72,118.21291835779485,4.0,3.0,1.0,1,2,94,10.0,0,0.4213279545905481
acct_057adcca51,2024-10-28,0.28212537548126027,legit,,-430,430,0,90,520,6.0,712.0699999999999,344.86,118.4140966974231,6.0,3.0,1.0,1,2,95,16.0,0,0.014499142701711232
acct_815bb90a7c,2024-02-04,0.20015712877843778,legit,,-697,697,0,90,787,8.0,1037.42,420.44,131.9568390205135,8.0,4.0,1.0,1,2,96,19.0,0,0.02732079331770048
acct_200495a487,2025-04-14,0.17654838411282303,legit,,-262,262,0,90,352,4.0,747.77,324.08,131.38052300474374,4.0,1.0,1.0,1,2,97,15.0,0,0.052506365384926854
acct_68880975c2,2025-05-17,0.3779176276945172,legit,,-229,229,0,90,319,4.0,375.82,159.93,44.695755577757794,3.0,2.0,1.3333333333333333,1,2,98,10.0,0,0.09607282431084398
acct_d06e3a1669,2025-11-17,0.2688458280934414,legit,,-45,45,0,90,135,6.0,729.58,428.62,152.80702584196405,6.0,2.0,1.0,1,2,99,9.0,0,0.015250158559630795
acct_cfbe434b57,2024-11-18,0.1257215496609026,legit,,-409,409,0,90,499,12.0,1163.13,225.49,61.53126273027247,11.0,4.0,1.0909090909090908,1,2,100,21.0,0,0.10395724276351044
acct_cfccc9dba3,2025-08-26,0.04903804663547717,legit,,-128,128,0,90,218,4.0,540.3199999999999,154.41,17.41213178600867,4.0,3.0,1.0,1,2,101,12.0,0,0.3010412903541567
acct_fc473fcef8,2024-08-23,0.24354609390180154,legit,,-496,496,0,90,586,7.0,776.33,295.51,97.74245049399686,7.0,4.0,1.0,1,2,102,20.0,0,0.00505595207614311
acct_b52a2135d6,2024-08-19,0.4621515896295859,legit,,-500,500,0,90,590,6.0,443.01,141.96,44.740561797992655,6.0,2.0,1.0,1,2,103,17.0,0,0.29540020823932384
acct_3a83cc3529,2024-02-14,0.3679287413227669,legit,,-687,687,0,90,777,8.0,640.15,129.75,34.79270138467057,8.0,3.0,1.0,1,2,104,18.0,0,0.0888067219366669
acct_d8601794e6,2024-06-12,0.19008452817530175,legit,,-568,568,0,90,658,9.0,1095.08,321.2,106.36237717246536,9.0,3.0,1.0,1,2,105,19.0,0,0.040887267735190046
acct_10e3d4298c,2024-01-20,0.13418598853211539,legit,,-712,712,0,90,802,6.0,1906.1399999999999,846.85,326.38329074877595,5.0,2.0,1.2,1,2,106,17.0,0,0.0910144270972093
acct_27bd2603ca,2025-06-24,0.1629728722557096,legit,,-191,191,0,90,281,6.0,807.5699999999999,352.09,139.88375813510302,5.0,3.0,1.2,1,2,107,10.0,0,0.05644607447016442
acct_c51b3167ab,2024-11-15,0.15143359849307367,legit,,-412,412,0,90,502,7.0,930.26,321.44,89.31197397459141,6.0,3.0,1.1666666666666667,1,2,108,11.0,0,0.0636108373822989
acct_3fa24b14c1,2025-03-18,0.3506187044483614,legit,,-289,289,0,90,379,8.0,708.54,305.63,91.94376709240738,8.0,3.0,1.0,1,2,109,17.0,0,0.08408850443638355
acct_95fd9000ba,2024-01-28,0.3617887615449093,legit,,-704,704,0,90,794,6.0,720.27,223.24,93.1046234619957,6.0,3.0,1.0,1,2,110,15.0,0,0.0967187368732095
acct_0586db8cce,2025-04-25,0.29619411593270356,legit,,-251,251,0,90,341,5.0,559.75,222.9,80.91980907046185,5.0,3.0,1.0,1,2,111,9.0,0,0.01382807218255292
acct_dddbc5988f,2024-09-23,0.24510849686374792,legit,,-465,465,0,90,555,6.0,603.03,294.28,118.89762567015372,6.0,3.0,1.0,1,2,112,15.0,0,0.005199101520978588
acct_d7399981f3,2024-12-07,0.17142547654847315,legit,,-390,390,0,90,480,7.0,1186.06,412.85,160.78546293267993,7.0,3.0,1.0,1,2,113,18.0,0,0.051690034734895876
acct_b4c06b5c62,2025-07-29,0.19540198235910639,legit,,-156,156,0,90,246,6.0,383.15999999999997,121.01,33.57089811131064,6.0,2.0,1.0,1,2,114,15.0,0,0.032206947908883225
acct_1ebd1ea177,2025-08-09,0.10292730834793024,legit,,-145,145,0,90,235,6.0,624.08,221.21,77.91849142961296,6.0,3.0,1.0,1,2,115,16.0,0,0.15423036485366218
acct_1d229369e7,2024-01-24,0.27071055012665435,legit,,-708,708,0,90,798,6.0,990.5699999999999,500.41,183.75540424705883,6.0,4.0,1.0,1,2,116,14.0,0,0.012875817194426596
acct_9df3b26b3d,2024-01-08,0.43949095076925215,legit,,-724,724,0,90,814,3.0,388.62,213.87,75.86130304707402,3.0,2.0,1.0,1,2,117,10.0,0,0.2442591636060411
acct_d0b24cf51c,2024-04-20,0.2357634008668141,legit,,-621,621,0,90,711,7.0,826.67,283.84,93.38994518632485,7.0,2.0,1.0,1,2,118,15.0,0,0.013891467484737317
acct_7005878760,2024-03-19,0.2842991367523051,legit,,-653,653,0,90,743,10.0,1801.52,582.58,212.66770735377554,9.0,4.0,1.1111111111111112,1,2,119,21.0,0,0.013019979968765368
acct_44228dbc19,2025-01-08,0.27632590016366276,legit,,-358,358,0,90,448,8.0,1006.9200000000001,402.45,120.18650447177029,8.0,3.0,1.0,1,2,120,14.0,0,0.009465124448687546
acct_26d1a1c6a7,2025-04-25,0.20068873229995154,legit,,-251,251,0,90,341,3.0,353.1,187.91,81.24454627850413,3.0,2.0,1.0,1,2,121,12.0,0,0.02810060755203346
acct_9eed0f7769,2025-02-18,0.3014507726153936,legit,,-317,317,0,90,407,9.0,895.75,250.53,74.69814217532083,8.0,4.0,1.125,1,2,122,16.0,0,0.019217934396907877
acct_87757215b5,2025-03-16,0.43429071903951905,legit,,-291,291,0,90,381,8.0,1529.81,673.12,220.37369138660165,7.0,2.0,1.1428571428571428,1,2,123,19.0,0,0.21060571056027247
acct_13db238c1f,2025-03-12,0.10306371619353996,legit,,-295,295,0,90,385,7.0,969.79,394.72,130.56908355714373,7.0,3.0,1.0,1,2,124,12.0,0,0.15348419741792363
acct_0b9457965c,2025-06-02,0.08582089609052021,legit,,-213,213,0,90,303,7.0,970.05,466.94,164.48551500852304,7.0,3.0,1.0,1,2,125,13.0,0,0.18246264709153387
acct_a1ba7884bd,2025-11-10,0.45683988649399565,legit,,-52,52,0,90,142,6.0,1182.49,597.16,222.48465308121067,6.0,2.0,1.0,1,2,126,13.0,0,0.2831681066004371
acct_269053b3f2,2025-09-08,0.22845769440608793,legit,,-115,115,0,90,205,3.0,749.4499999999999,610.55,313.43186330258976,3.0,3.0,1.0,1,2,127,11.0,0,0.019032008233888214
acct_a3e4edcba4,2024-06-28,0.4253733150690643,legit,,-552,552,0,90,642,1.0,51.92,51.92,0.0,1.0,1.0,1.0,1,2,128,7.0,0,0.18277084340950375
acct_2433341520,2025-07-30,0.11715451815478145,legit,,-155,155,0,90,245,9.0,1021.94,295.91,84.3801344281408,8.0,4.0,1.125,1,2,129,13.0,0,0.11633440674295481
acct_acc8b86869,2025-05-20,0.3271992153626853,legit,,-226,226,0,90,316,3.0,341.29999999999995,279.15,143.623434137098,3.0,2.0,1.0,1,2,130,11.0,0,0.03670297663833619
acct_5163ae9f54,2025-04-29,0.20264738525684925,legit,,-247,247,0,90,337,10.0,1128.51,235.54,78.32928932114446,10.0,3.0,1.0,1,2,131,16.0,0,0.026028218819427525
acct_3d488214fd,2024-12-18,0.23038685217705848,legit,,-379,379,0,90,469,2.0,180.25,121.57,44.469945468821976,2.0,2.0,1.0,1,2,132,11.0,0,0.02410161623770104
acct_aa8a9fda86,2024-12-17,0.290508945855872,legit,,-380,380,0,90,470,6.0,1620.3999999999999,788.75,321.00007418483045,6.0,3.0,1.0,1,2,133,13.0,0,0.01239821176709571
acct_d20c87400d,2025-08-03,0.26087018882820945,legit,,-151,151,0,90,241,4.0,428.03,177.96,51.560899510514105,4.0,2.0,1.0,1,2,134,12.0,0,0.0014449721425370107
acct_4aa35523b0,2025-06-25,0.32727265519322296,legit,,-190,190,0,90,280,3.0,459.94999999999993,324.01,147.82698208829584,3.0,2.0,1.0,1,2,135,7.0,0,0.03670297663833619
acct_76cdc91518,2024-01-24,0.24415379176838584,legit,,-708,708,0,90,798,4.0,438.13,256.08,104.30448612116355,4.0,3.0,1.0,1,2,136,8.0,0,0.0027601683902807326
acct_497bff12c0,2025-09-08,0.14881236756485547,legit,,-115,115,0,90,205,10.0,1285.72,327.87,102.15471967124726,10.0,4.0,1.0,1,2,137,21.0,0,0.06756736107359256
acct_9ff2a08d64,2024-06-14,0.14462171596854992,legit,,-566,566,0,90,656,3.0,413.05999999999995,270.63,118.19789521532662,3.0,2.0,1.0,1,2,138,10.0,0,0.07384961601436213
acct_9ba0ad5273,2024-10-22,0.20990518711590256,legit,,-436,436,0,90,526,8.0,873.28,252.8,84.91648334014512,8.0,3.0,1.0,1,2,139,16.0,0,0.0387510597457475
acct_255222c6bf,2025-11-15,0.09083287387125233,legit,,-47,47,0,90,137,6.0,968.02,331.82,127.60057518156675,5.0,3.0,1.2,1,2,140,14.0,0,0.17091279421584576
acct_c70a0ac54a,2024-07-20,0.2536757791113301,legit,,-530,530,0,90,620,1.0,43.37,43.37,0.0,1.0,1.0,1.0,1,2,141,4.0,0,0.009397107256744487
