account_id,open_date,kyc_risk_score,segment,fraud_ring_id,open_day_offset,account_age_at_sim_start_days,is_cold_start,decision_day_offset,account_age_days_at_decision
acct_d957c3d62d,2025-09-21,0.1732298160700303,legit,,-102,102,0,90,192
acct_333e637ca2,2025-05-07,0.20322282362130784,legit,,-239,239,0,90,329
acct_365967ea42,2024-02-24,0.08479766229324295,legit,,-677,677,0,90,767
acct_a353d85c41,2024-09-30,0.2233332763481472,legit,,-458,458,0,90,548
acct_d7c2d2ed22,2024-10-15,0.07350324465968106,legit,,-443,443,0,90,533
acct_b1f9d81d1e,2025-02-13,0.2876216616940234,legit,,-322,322,0,90,412
acct_c7ce211614,2024-12-30,0.35057518814732574,legit,,-367,367,0,90,457
acct_4dd8dc2d63,2025-05-23,0.5996634959208795,legit,,-223,223,0,90,313
acct_9503b5723e,2024-12-27,0.29972913199311957,legit,,-370,370,0,90,460
acct_9518c8b101,2025-08-12,0.0,legit,,-142,142,0,90,232
acct_057adcca51,2024-10-28,0.28212537548126027,legit,,-430,430,0,90,520
acct_815bb90a7c,2024-02-04,0.20015712877843778,legit,,-697,697,0,90,787
acct_200495a487,2025-04-14,0.17654838411282303,legit,,-262,262,0,90,352
acct_68880975c2,2025-05-17,0.3779176276945172,legit,,-229,229,0,90,319
acct_d06e3a1669,2025-11-17,0.2688458280934414,legit,,-45,45,0,90,135
acct_cfbe434b57,2024-11-18,0.1257215496609026,legit,,-409,409,0,90,499
acct_cfccc9dba3,2025-08-26,0.04903804663547717,legit,,-128,128,0,90,218
acct_fc473fcef8,2024-08-23,0.24354609390180154,legit,,-496,496,0,90,586
acct_b52a2135d6,2024-08-19,0.4621515896295859,legit,,-500,500,0,90,590
acct_3a83cc3529,2024-02-14,0.3679287413227669,legit,,-687,687,0,90,777
acct_d8601794e6,2024-06-12,0.19008452817530175,legit,,-568,568,0,90,658
acct_10e3d4298c,2024-01-20,0.13418598853211539,legit,,-712,712,0,90,802
acct_27bd2603ca,2025-06-24,0.1629728722557096,legit,,-191,191,0,90,281
acct_c51b3167ab,2024-11-15,0.15143359849307367,legit,,-412,412,0,90,502
acct_3fa24b14c1,2025-03-18,0.3506187044483614,legit,,-289,289,0,90,379
acct_95fd9000ba,2024-01-28,0.3617887615449093,legit,,-704,704,0,90,794
acct_0586db8cce,2025-04-25,0.29619411593270356,legit,,-251,251,0,90,341
acct_dddbc5988f,2024-09-23,0.24510849686374792,legit,,-465,465,0,90,555
acct_d7399981f3,2024-12-07,0.17142547654847315,legit,,-390,390,0,90,480
acct_b4c06b5c62,2025-07-29,0.19540198235910639,legit,,-156,156,0,90,246
acct_1ebd1ea177,2025-08-09,0.10292730834793024,legit,,-145,145,0,90,235
acct_1d229369e7,2024-01-24,0.27071055012665435,legit,,-708,708,0,90,798
acct_9df3b26b3d,2024-01-08,0.43949095076925215,legit,,-724,724,0,90,814
acct_d0b24cf51c,2024-04-20,0.2357634008668141,legit,,-621,621,0,90,711
acct_7005878760,2024-03-19,0.2842991367523051,legit,,-653,653,0,90,743
acct_44228dbc19,2025-01-08,0.27632590016366276,legit,,-358,358,0,90,448
acct_26d1a1c6a7,2025-04-25,0.20068873229995154,legit,,-251,251,0,90,341
acct_9eed0f7769,2025-02-18,0.3014507726153936,legit,,-317,317,0,90,407
acct_87757215b5,2025-03-16,0.43429071903951905,legit,,-291,291,0,90,381
acct_13db238c1f,2025-03-12,0.10306371619353996,legit,,-295,295,0,90,385
acct_0b9457965c,2025-06-02,0.08582089609052021,legit,,-213,213,0,90,303
acct_a1ba7884bd,2025-11-10,0.45683988649399565,legit,,-52,52,0,90,142
acct_269053b3f2,2025-09-08,0.22845769440608793,legit,,-115,115,0,90,205
acct_a3e4edcba4,2024-06-28,0.4253733150690643,legit,,-552,552,0,90,642
acct_2433341520,2025-07-30,0.11715451815478145,legit,,-155,155,0,90,245
acct_acc8b86869,2025-05-20,0.3271992153626853,legit,,-226,226,0,90,316
acct_5163ae9f54,2025-04-29,0.20264738525684925,legit,,-247,247,0,90,337
acct_3d488214fd,2024-12-18,0.23038685217705848,legit,,-379,379,0,90,469
acct_aa8a9fda86,2024-12-17,0.290508945855872,legit,,-380,380,0,90,470
acct_d20c87400d,2025-08-03,0.26087018882820945,legit,,-151,151,0,90,241
acct_4aa35523b0,2025-06-25,0.32727265519322296,legit,,-190,190,0,90,280
acct_76cdc91518,2024-01-24,0.24415379176838584,legit,,-708,708,0,90,798
acct_497bff12c0,2025-09-08,0.14881236756485547,legit,,-115,115,0,90,205
acct_9ff2a08d64,2024-06-14,0.14462171596854992,legit,,-566,566,0,90,656
acct_9ba0ad5273,2024-10-22,0.20990518711590256,legit,,-436,436,0,90,526
acct_255222c6bf,2025-11-15,0.09083287387125233,legit,,-47,47,0,90,137
acct_c70a0ac54a,2024-07-20,0.2536757791113301,legit,,-530,530,0,90,620
acct_81e0910eaa,2025-02-02,0.30862170249391163,legit,,-333,333,0,90,423
acct_375a45ba10,2025-09-07,0.19189966799997057,legit,,-116,116,0,90,206
acct_ccb0dbe6f6,2024-01-21,0.3703309390365525,legit,,-711,711,0,90,801
acct_8672de6761,2025-05-06,0.3145738524404711,legit,,-240,240,0,90,330
acct_bebde26d69,2025-04-27,0.23145931849001194,legit,,-249,249,0,90,339
acct_a88bd7ac38,2024-02-03,0.16648688659951563,legit,,-698,698,0,90,788
acct_f80fb5dc7c,2024-12-18,0.2790996149525466,legit,,-379,379,0,90,469
acct_33cb8e85af,2025-11-15,0.2711888030144453,legit,,-47,47,0,90,137
acct_1edb3eaeaa,2024-04-23,0.2608587737953449,legit,,-618,618,0,90,708
acct_26ede04510,2025-09-19,0.27738739961666864,legit,,-104,104,0,90,194
acct_2f1df3b16c,2025-11-28,0.47522135335380045,legit,,-34,34,0,90,124
acct_6ad91fd4d1,2024-01-26,0.1476107979329416,legit,,-706,706,0,90,796
acct_633eafbd63,2024-07-04,0.07438695977955964,legit,,-546,546,0,90,636
acct_e8f2505bc1,2024-05-18,0.17911515832438163,legit,,-593,593,0,90,683
acct_7274e587b2,2024-04-19,0.39470243450658804,legit,,-622,622,0,90,712
acct_b643d05a98,2025-11-20,0.16250993947076697,legit,,-42,42,0,90,132
acct_db0e1de3bd,2025-06-10,0.0,legit,,-205,205,0,90,295
acct_5765068d13,2024-05-24,0.23048008953461108,legit,,-587,587,0,90,677
acct_6e5dea9133,2024-06-15,0.18646726871607117,legit,,-565,565,0,90,655
acct_ddfbc44253,2024-10-04,0.14477670661988942,legit,,-454,454,0,90,544
acct_bd91e9139c,2025-09-14,0.039072593037204256,legit,,-109,109,0,90,199
acct_b28b87d5aa,2024-09-02,0.07395457055308113,legit,,-486,486,0,90,576
acct_4dffd33aa2,2024-11-26,0.0955092902471163,legit,,-401,401,0,90,491
acct_8b4ffb5c74,2025-06-12,0.11838573058544324,legit,,-203,203,0,90,293
acct_13510136b4,2024-04-23,0.5986080603088488,legit,,-618,618,0,90,708
acct_a5fab3894e,2024-05-10,0.10941200454095901,legit,,-601,601,0,90,691
acct_94d68b6cd6,2025-01-04,0.29098666611286117,legit,,-362,362,0,90,452
acct_bd7c2742a6,2024-10-12,0.45744371732867106,legit,,-446,446,0,90,536
acct_cf66333fd1,2025-04-23,0.22056665848694684,legit,,-253,253,0,90,343
acct_817a7c974e,2025-04-29,0.34328050912740926,legit,,-247,247,0,90,337
acct_71379c6092,2024-10-10,0.20486127145238808,legit,,-448,448,0,90,538
acct_090c0ee0aa,2025-08-09,0.23394124425807505,legit,,-145,145,0,90,235
acct_e42d060a9b,2025-01-18,0.22141915072304016,legit,,-348,348,0,90,438
acct_4d4e3ed127,2025-09-13,0.2180335011989254,legit,,-110,110,0,90,200
acct_259a207f17,2025-07-19,0.18336073374171807,legit,,-166,166,0,90,256
acct_459c2bfdf7,2025-08-02,0.3065846227054167,legit,,-152,152,0,90,242
acct_9223603f99,2024-12-06,0.2686515193202159,legit,,-391,391,0,90,481
acct_5fece8e52a,2024-08-13,0.29221076900790444,legit,,-506,506,0,90,596
acct_511de04760,2024-01-13,0.2500101271709697,legit,,-719,719,0,90,809
acct_9e0f6c3f9c,2024-12-14,0.16341303597485832,legit,,-383,383,0,90,473
acct_18331e7996,2024-11-22,0.23832560819038126,legit,,-405,405,0,90,495
acct_d9ea8ee11c,2025-11-02,0.5011801970716714,legit,,-60,60,0,90,150
acct_a5befce64e,2024-09-09,0.2963015863067801,legit,,-479,479,0,90,569
acct_15b7e3e576,2024-10-29,0.1584331348366279,legit,,-429,429,0,90,519
acct_b578936219,2025-11-28,0.2813389260289789,legit,,-34,34,0,90,124
acct_519e7bb583,2025-03-16,0.11651062336198986,legit,,-291,291,0,90,381
acct_10e88261f5,2025-09-28,0.2815299070176566,legit,,-95,95,0,90,185
acct_c66bcdcff3,2024-04-28,0.3076172084069933,legit,,-613,613,0,90,703
acct_7146c152a8,2024-08-07,0.3612926177869817,legit,,-512,512,0,90,602
acct_34837c82e0,2025-09-24,0.30453044058572354,legit,,-99,99,0,90,189
acct_ae9809c1a8,2025-06-18,0.19341702310600611,legit,,-197,197,0,90,287
acct_cd8ba42b48,2024-01-17,0.28164606452278235,legit,,-715,715,0,90,805
acct_b1703eabfc,2024-09-19,0.2149394577035734,legit,,-469,469,0,90,559
acct_68e3f7008b,2024-09-09,0.2375814078320847,legit,,-479,479,0,90,569
acct_cf16f17dfd,2024-05-03,0.2683075014522962,legit,,-608,608,0,90,698
acct_6b034242b8,2024-11-22,0.42657903675917885,legit,,-405,405,0,90,495
acct_f4d12ee22d,2024-04-28,0.22157796825883788,legit,,-613,613,0,90,703
acct_f9150d5188,2025-01-13,0.27118149056469365,legit,,-353,353,0,90,443
acct_ffff7080c9,2025-06-11,0.20537025024144523,legit,,-204,204,0,90,294
acct_ce8477c133,2025-05-30,0.03919338610257009,legit,,-216,216,0,90,306
acct_9267991343,2025-08-09,0.4572820256997022,legit,,-145,145,0,90,235
acct_32b005bf07,2025-02-14,0.06593663141006348,legit,,-321,321,0,90,411
acct_d9cedff052,2024-12-14,0.21057697322525273,legit,,-383,383,0,90,473
acct_105e792505,2025-03-21,0.24264107850053832,legit,,-286,286,0,90,376
acct_2e72fec566,2025-07-27,0.2098652593172948,legit,,-158,158,0,90,248
acct_89c41013ad,2024-08-09,0.40600535136387506,legit,,-510,510,0,90,600
acct_0b56427196,2024-08-20,0.45787739264919325,legit,,-499,499,0,90,589
acct_11cdc2bdd4,2024-03-01,0.39128942667732325,legit,,-671,671,0,90,761
acct_7807a09463,2025-01-14,0.45927214314013504,legit,,-352,352,0,90,442
acct_5eabd1315e,2024-11-23,0.30267917904859587,legit,,-404,404,0,90,494
acct_b360663188,2025-07-14,0.214411485575835,legit,,-171,171,0,90,261
acct_df21d0cb0e,2024-05-18,0.2579854979031046,legit,,-593,593,0,90,683
acct_d7031714b1,2025-10-13,0.36875007215138234,legit,,-80,80,0,90,170
acct_6196e105e4,2025-05-15,0.10860356522621614,legit,,-231,231,0,90,321
acct_58ecb06a3f,2024-10-10,0.22712187309938087,legit,,-448,448,0,90,538
acct_f859bfea67,2024-08-03,0.3905496512160783,legit,,-516,516,0,90,606
acct_0f5ea5116b,2024-09-13,0.4684775389176162,legit,,-475,475,0,90,565
acct_d8c2992dac,2025-09-27,0.33769296293663736,legit,,-96,96,0,90,186
acct_7ec882716d,2024-12-01,0.2419656192522159,legit,,-396,396,0,90,486
acct_f93d8314d5,2024-02-16,0.10935913688862209,legit,,-685,685,0,90,775
acct_5ce34af89e,2025-08-06,0.4313474119932066,legit,,-148,148,0,90,238
acct_715ee93bcf,2024-05-21,0.3265040573077235,legit,,-590,590,0,90,680
acct_6dbff34ab1,2024-01-05,0.12835391602715213,legit,,-727,727,0,90,817
acct_2272513108,2024-05-25,0.25393385114515127,legit,,-586,586,0,90,676
acct_d42691c0fe,2024-07-15,0.16946316671241027,legit,,-535,535,0,90,625
acct_af5be04c40,2024-10-15,0.2874411365861493,legit,,-443,443,0,90,533
acct_c8ac16e553,2025-09-03,0.3230513766669328,legit,,-120,120,0,90,210
acct_1d8784ed97,2024-11-02,0.0,legit,,-425,425,0,90,515
acct_069d5921df,2024-08-14,0.2586440287879094,legit,,-505,505,0,90,595
acct_3b59986e69,2024-12-02,0.2996668342447232,legit,,-395,395,0,90,485
acct_346324139b,2024-12-05,0.0024114067834308806,legit,,-392,392,0,90,482
acct_d83222af38,2024-12-23,0.17906758897706732,legit,,-374,374,0,90,464
acct_88cf6d69b1,2024-04-20,0.060208672065526936,legit,,-621,621,0,90,711
acct_c6208784f1,2025-09-10,0.42711388576642106,legit,,-113,113,0,90,203
acct_bfa95b8b7f,2024-12-26,0.3515900783012085,legit,,-371,371,0,90,461
acct_1ca8921ae1,2024-08-29,0.18148676061738467,legit,,-490,490,0,90,580
acct_8a23046f8f,2025-07-10,0.37821658671868463,legit,,-175,175,0,90,265
acct_50459c1be9,2024-08-20,0.2779453624164602,legit,,-499,499,0,90,589
acct_157a38c57d,2024-05-10,0.2824411887138071,legit,,-601,601,0,90,691
acct_3a8298f874,2024-06-17,0.1463985682312742,legit,,-563,563,0,90,653
acct_6a83ac9501,2024-11-25,0.23169729610571693,legit,,-402,402,0,90,492
acct_ae770f23f0,2025-04-26,0.2960072637224194,legit,,-250,250,0,90,340
acct_3b969746d2,2025-10-03,0.1229756701625909,legit,,-90,90,0,90,180
acct_64c08530ac,2024-02-16,0.23499891636165068,legit,,-685,685,0,90,775
acct_40258e92ce,2025-09-04,0.1607694125424923,legit,,-119,119,0,90,209
acct_bfb3c7c406,2024-07-10,0.15132999792516155,legit,,-540,540,0,90,630
acct_ba4553e774,2025-03-25,0.3513262228582384,legit,,-282,282,0,90,372
acct_4db42860ac,2024-06-04,0.2513711266672791,legit,,-576,576,0,90,666
acct_b4d4eda046,2024-09-02,0.3528152779079832,legit,,-486,486,0,90,576
acct_392cf7ca8a,2024-01-12,0.3510184080268074,legit,,-720,720,0,90,810
acct_ee8ade6e04,2025-02-09,0.5293183720415302,legit,,-326,326,0,90,416
acct_19b1b6d5e1,2025-09-11,0.22538059733607468,legit,,-112,112,0,90,202
acct_d1f33ac849,2025-09-08,0.4425105233820569,legit,,-115,115,0,90,205
acct_1710662840,2025-09-08,0.19507606828518093,legit,,-115,115,0,90,205
acct_c6be6097ea,2024-11-16,0.4071460821832632,legit,,-411,411,0,90,501
acct_934607d5db,2025-11-24,0.057728855072928964,legit,,-38,38,0,90,128
acct_c737a69a7b,2025-02-04,0.05784664754573757,legit,,-331,331,0,90,421
acct_37b3de60c4,2025-05-10,0.15470364519694912,legit,,-236,236,0,90,326
acct_e83eb7bfdf,2025-11-24,0.3129025411375325,legit,,-38,38,0,90,128
acct_7817eefbd8,2025-05-05,0.28315290151942646,legit,,-241,241,0,90,331
acct_eae7d559e4,2024-11-16,0.0,legit,,-411,411,0,90,501
acct_2cb106066b,2025-09-16,0.25652243024684585,legit,,-107,107,0,90,197
acct_7774674cc0,2024-08-10,0.3051262926059934,legit,,-509,509,0,90,599
acct_1083fb056e,2025-05-18,0.3342344351465524,legit,,-228,228,0,90,318
acct_f99d71d8b6,2024-08-23,0.17051500490940952,legit,,-496,496,0,90,586
acct_c073fef839,2024-01-03,0.26658897184704183,legit,,-729,729,0,90,819
acct_eb4f9bcb61,2024-09-22,0.2775053648938082,legit,,-466,466,0,90,556
acct_b17fbca850,2025-09-30,0.313607764672176,legit,,-93,93,0,90,183
acct_da79070683,2025-06-13,0.22844663034022497,legit,,-202,202,0,90,292
acct_475de15115,2025-06-17,0.2736131315988349,legit,,-198,198,0,90,288
acct_b8f425611f,2024-05-16,0.20275105933305135,legit,,-595,595,0,90,685
acct_145515d974,2025-07-17,0.3125400706878535,legit,,-168,168,0,90,258
acct_6df154ee66,2024-03-06,0.23589493992062435,legit,,-666,666,0,90,756
acct_dc9f3e2463,2025-11-07,0.34954228504288876,legit,,-55,55,0,90,145
acct_d991526d5e,2024-05-08,0.09442332063102868,legit,,-603,603,0,90,693
acct_961a0c329e,2024-10-04,0.07213775230686151,legit,,-454,454,0,90,544
acct_44f6deab36,2025-05-15,0.16860826718137878,legit,,-231,231,0,90,321
acct_37ca63fb62,2024-04-17,0.33993206796732883,legit,,-624,624,0,90,714
acct_1ff7873684,2024-01-25,0.27373480983302223,legit,,-707,707,0,90,797
acct_8211ca60cd,2024-02-22,0.3807060996052951,legit,,-679,679,0,90,769
acct_52bd2a2dc4,2024-05-08,0.24170344783286327,legit,,-603,603,0,90,693
acct_5ad5f6ae18,2024-04-25,0.4124303067483277,legit,,-616,616,0,90,706
acct_f50092abe7,2024-11-14,0.14951221314070456,legit,,-413,413,0,90,503
acct_1139239d7f,2024-09-17,0.17867195773615177,legit,,-471,471,0,90,561
acct_9b7f646497,2024-05-12,0.1434239375519617,legit,,-599,599,0,90,689
acct_96ab409565,2024-07-06,0.2070379974310685,legit,,-544,544,0,90,634
acct_4c2207432c,2025-09-24,0.4564923797399181,legit,,-99,99,0,90,189
acct_7e3117d50b,2024-07-24,0.0841382181547552,legit,,-526,526,0,90,616
acct_2c5da32696,2024-12-11,0.12513472730109587,legit,,-386,386,0,90,476
acct_273bd6f572,2025-10-25,0.3069636506155842,legit,,-68,68,0,90,158
acct_e9af52ad59,2025-07-02,0.030291300898296375,legit,,-183,183,0,90,273
acct_e44d7e34a4,2024-03-24,0.36139563898821814,legit,,-648,648,0,90,738
acct_4f5bfb7c54,2025-03-18,0.18593197139517345,legit,,-289,289,0,90,379
acct_2b1abefab4,2025-09-29,0.12162971064523723,legit,,-94,94,0,90,184
acct_aa01464a92,2024-10-14,0.3013468528833901,legit,,-444,444,0,90,534
acct_2e9b3c8515,2025-01-16,0.22729067908763134,legit,,-350,350,0,90,440
acct_49637f6396,2024-04-01,0.29343062247146123,legit,,-640,640,0,90,730
acct_9e01e037cf,2024-10-28,0.40847939866338,legit,,-430,430,0,90,520
acct_da51f2560b,2024-11-19,0.07277706197851219,legit,,-408,408,0,90,498
acct_eb6dadab44,2025-05-06,0.37806668998863796,legit,,-240,240,0,90,330
acct_4f7bac0689,2025-06-05,0.38375109334928525,legit,,-210,210,0,90,300
acct_4136cb2509,2024-09-04,0.29600525358189644,legit,,-484,484,0,90,574
acct_47f020fb11,2025-01-13,0.2918531072855554,legit,,-353,353,0,90,443
acct_35b6de41b9,2024-12-12,0.4841215072151559,legit,,-385,385,0,90,475
acct_6866cb72a0,2025-09-03,0.25832573621593347,legit,,-120,120,0,90,210
acct_f2c71bbe3e,2025-09-10,0.26922287119804905,legit,,-113,113,0,90,203
acct_2c587c7fe8,2025-09-28,0.14852067606791836,legit,,-95,95,0,90,185
acct_2282ab15a5,2025-05-03,0.2899684447141906,legit,,-243,243,0,90,333
acct_de307940f6,2025-02-25,0.2876689853749064,legit,,-310,310,0,90,400
acct_1ccdd0e79f,2024-09-14,0.1499957432860713,legit,,-474,474,0,90,564
acct_8706ef8f0c,2024-04-23,0.0012419876810449981,legit,,-618,618,0,90,708
acct_0a5e1c5eb1,2025-07-03,0.11591390644124708,legit,,-182,182,0,90,272
acct_cb62417142,2024-02-27,0.21481700960214858,legit,,-674,674,0,90,764
acct_38b3032638,2025-11-07,0.482467739491542,legit,,-55,55,0,90,145
acct_e308a47c8d,2025-08-21,0.13454906603900474,legit,,-133,133,0,90,223
acct_8380caf01f,2025-06-28,0.29172501429411485,legit,,-187,187,0,90,277
acct_fc78b4ff33,2024-10-16,0.21587633943518858,legit,,-442,442,0,90,532
acct_a8d0e155fd,2024-07-29,0.27223907792984586,legit,,-521,521,0,90,611
acct_3e642da856,2024-09-27,0.20928898193391815,legit,,-461,461,0,90,551
acct_ddcbd87ec3,2025-04-25,0.377662183928123,legit,,-251,251,0,90,341
acct_bab1a7b85b,2025-07-18,0.2507606874834722,legit,,-167,167,0,90,257
acct_29703ede78,2025-02-04,0.5617208471914998,legit,,-331,331,0,90,421
acct_0cdbc676d4,2024-01-29,0.42198574079274076,legit,,-703,703,0,90,793
acct_8391b1042c,2024-12-09,0.260982421380785,legit,,-388,388,0,90,478
acct_3d92222bb8,2025-09-04,0.243186016672877,legit,,-119,119,0,90,209
acct_e3190d4248,2024-02-27,0.22955109026029547,legit,,-674,674,0,90,764
acct_e2ee970bd0,2025-05-28,0.30163616307490637,legit,,-218,218,0,90,308
acct_68f9224166,2024-05-22,0.14781553729770786,legit,,-589,589,0,90,679
acct_ebe1bcb415,2025-03-09,0.3234983092660078,legit,,-298,298,0,90,388
acct_1d81c95b10,2024-12-22,0.3298702283576115,legit,,-375,375,0,90,465
