account_id,device_id,device_risk_seed
acct_6c409b8cba,dev_f2aed832bf,0.8748990705564946
acct_33f9bb0ac6,dev_01486f111d,0.3625188818037357
acct_7749edd6f1,dev_eede9b5612,0.16849271930540444
acct_f8c62274c2,dev_a9d102cf47,0.400024995784413
acct_c546e4b9a7,dev_20576ce0da,0.785966821450627
acct_bc5b3f7b67,dev_10f7ed520e,0.5914876740795956
acct_a06d3bd7c7,dev_8e53cfae55,0.10114321332760312
acct_7a7a5127d1,dev_7d8f73dc95,0.5371871543270333
acct_2ffe2e5be7,dev_68601cac0f,0.4680853814555932
acct_04b3422b32,dev_04279678c1,0.32711225602116145
acct_0332979fee,dev_b91e1fbe71,0.11016059605332329
acct_146df5089e,dev_d5b2326638,0.9811119356202749
acct_9b842ea99c,dev_10aa973411,0.1760433198932556
acct_c1808baaeb,dev_16706e4f30,0.19274289079074547
acct_82082ad493,dev_01b8a52dc1,0.14558269210223584
acct_8900dfb2df,dev_2328837834,0.5701930386989381
acct_3d47a1214a,dev_cbb75bfc86,0.4436695744827004
acct_4cd0858493,dev_57d61b6736,0.24955718202655597
acct_8ede88344c,dev_03bd1e2c41,0.42942338302152816
acct_7c7df17784,dev_a557ea0468,0.6735218510617179
acct_701511ece5,dev_bf551cb58b,0.28170053149863017
acct_089d41988e,dev_74fa50d102,0.9152457760303804
acct_c7e98ae8c1,dev_a2429140b8,0.3063462371777058
acct_97c0e2255f,dev_dd34d8c583,0.19817903082285326
acct_1a3bcf02a5,dev_ee830e1135,0.9545678468728145
acct_0c9d86cbff,dev_b6000a4c12,0.8105606101181794
acct_7ba2c498dc,dev_24a19cc764,0.34313762484346555
acct_4dd9a812a7,dev_ae60bdb9fd,0.841431851143876
acct_dc180de25c,dev_398691374b,0.5188142491538
acct_e0ccdf7969,dev_0e3e7784e1,0.3467524982610628
acct_90dbc10d6c,dev_9c5b48bdc9,0.8396115895392143
acct_62dd011b72,dev_1939b7493b,0.7521650668644404
acct_dd732b268d,dev_d50f71cee0,0.2978748426431058
acct_944a1de7da,dev_9e338db441,0.6066785152579738
acct_32ded232af,dev_851d64bd8f,0.3693902235197972
acct_33cfdc2c51,dev_a42c177fbe,0.001051972560388137
acct_8f015e7beb,dev_ca557ffeb6,0.9618157414002794
acct_29779e406d,dev_28b8a5706b,0.5496290760728367
acct_7dfda357ce,dev_d089087d5c,0.5984326016657832
acct_a023f6a935,dev_38d7c89fda,0.5998914256772949
acct_e16d4a39e5,dev_251c80c2b1,0.5506414608194028
acct_80dbbe06f7,dev_480749182e,0.29004784477359347
acct_673a26fd58,dev_91f1edf358,0.9715761249080562
acct_bf74f30f2f,dev_8d6c5f9bdf,0.6216684125152849
acct_8f6b9e46e9,dev_60ec261370,0.6709213605539615
acct_ec0a0a2351,dev_6fc6d03b46,0.4547927573170498
acct_0d0236fc3b,dev_708f01a5b6,0.28786140049078257
acct_42812d4378,dev_8721639bdd,0.06434898217492935
acct_31fe678df8,dev_8d79b585f3,0.35023019656788623
acct_84329c3439,dev_75abfe5da4,0.1760974292683921
acct_3d83f6faf9,dev_190cb347e6,0.6620882682570118
acct_25975173cb,dev_57e690f544,0.8790038848027194
acct_d5cf097c10,dev_b2cd228b1a,0.3027548582456523
acct_d957c3d62d,dev_d8f5ceeefe,0.33288262541404656
acct_333e637ca2,dev_3d0384c262,0.6703645038290117
acct_365967ea42,dev_0d9f6b83c2,0.14927143424123634
acct_a353d85c41,dev_7e3cee2c02,0.9294374266776991
acct_d7c2d2ed22,dev_b030c320b3,0.36384678102548307
acct_b1f9d81d1e,dev_ff2b673140,0.10119944592677466
acct_c7ce211614,dev_7f93d00577,0.1746840049206415
acct_4dd8dc2d63,dev_293d23ac8c,0.9327460760074581
acct_9503b5723e,dev_6d65a41e6e,0.24711928836901997
acct_9518c8b101,dev_53a54b63dd,0.6622688038312864
acct_057adcca51,dev_dbe1af9e60,0.15616522353826512
acct_815bb90a7c,dev_d0e670610b,0.19410169234877772
acct_200495a487,dev_eb847ad4dd,0.8792382188999776
acct_68880975c2,dev_d4f958fb2a,0.1480332201025618
acct_d06e3a1669,dev_a671abb965,0.018750586736279162
acct_cfbe434b57,dev_fc8f53c18f,0.5012331895262763
acct_cfccc9dba3,dev_ada3b9d87a,0.8627268132629347
acct_fc473fcef8,dev_d9bb9eb78c,0.32599104541562474
acct_b52a2135d6,dev_b3295e56d6,0.1281622706457105
acct_3a83cc3529,dev_4e81b3f46d,0.9822308295656378
acct_d8601794e6,dev_cc45b5baef,0.6767386294894133
acct_10e3d4298c,dev_1c06f8ec6f,0.8506906319481564
acct_27bd2603ca,dev_b5008896c3,0.7521382723289237
acct_c51b3167ab,dev_8dc419d51a,0.6982422739891901
acct_3fa24b14c1,dev_d32e277d9e,0.3845640671309203
acct_95fd9000ba,dev_8f85c76fed,0.3243399932036394
acct_0586db8cce,dev_39ef304c27,0.7169585958944741
acct_dddbc5988f,dev_0bc215e020,0.7167130081772302
acct_d7399981f3,dev_9998222a7c,0.9505883840490933
acct_b4c06b5c62,dev_126f996d27,0.5686598178483223
acct_1ebd1ea177,dev_3cee29149f,0.29462110578767353
acct_1d229369e7,dev_a3f5eadcac,0.48952879933047744
acct_9df3b26b3d,dev_ec4dafdb57,0.6137138167259192
acct_d0b24cf51c,dev_f43ef22e87,0.4267297995769125
acct_7005878760,dev_c05565ac33,0.7911331233595482
acct_44228dbc19,dev_8ddaa24e53,0.5846132122158377
acct_26d1a1c6a7,dev_17d8334de0,0.009435727627650548
acct_9eed0f7769,dev_b8fb07ba9d,0.5698398882320085
acct_87757215b5,dev_5a459a2204,0.633603785941861
acct_13db238c1f,dev_61e8546537,0.9152612515440707
acct_0b9457965c,dev_fc9b25c439,0.41372167366418855
acct_a1ba7884bd,dev_cb36899f1b,0.5744676592713583
acct_269053b3f2,dev_3b4ea317b2,0.47499745071437394
acct_a3e4edcba4,dev_52a9200262,0.5316564284688854
acct_2433341520,dev_a447abfd98,0.06730407066899646
acct_acc8b86869,dev_85b9c580bf,0.8972836675331015
acct_5163ae9f54,dev_f911e0c630,0.9104123398316256
acct_3d488214fd,dev_d8cce33f5d,0.5480596098426327
acct_aa8a9fda86,dev_d33c509248,0.5565555157209455
acct_d20c87400d,dev_48f9e24bdf,0.05755603594395453
acct_4aa35523b0,dev_7cfc9302ec,0.5979505131197568
acct_76cdc91518,dev_708b689247,0.42915178987916247
acct_497bff12c0,dev_6bfe31c121,0.7090436302344373
acct_9ff2a08d64,dev_5a4cee7f5c,0.047124916595572386
acct_9ba0ad5273,dev_16d604450c,0.7108876827294898
acct_255222c6bf,dev_1be5f1a68d,0.2868938238323139
acct_c70a0ac54a,dev_bbd605b8d1,0.651705330453108
acct_81e0910eaa,dev_8ccb752ffb,0.627125975312123
acct_375a45ba10,dev_4d2cdbce50,0.22684148463223253
acct_ccb0dbe6f6,dev_3d4ff67c89,0.44045234521626675
acct_8672de6761,dev_7f4daba017,0.8356332590533245
acct_bebde26d69,dev_3d8ce3aacc,0.6055916435947739
acct_a88bd7ac38,dev_ae7fdbf415,0.06873830197841146
acct_f80fb5dc7c,dev_3c4140afb4,0.4429088313208297
acct_33cb8e85af,dev_2a69704dae,0.311771458777917
acct_1edb3eaeaa,dev_e95b832d71,0.6416456789116327
acct_26ede04510,dev_e5b62e7137,0.6145639412952608
acct_2f1df3b16c,dev_1ca4384943,0.010398101510140534
acct_6ad91fd4d1,dev_f1954ef866,0.607695509418463
acct_633eafbd63,dev_08f2b34c5c,0.7348496539849367
acct_e8f2505bc1,dev_321a14d607,0.7687300324015754
acct_7274e587b2,dev_10c813027a,0.05897577038996116
acct_b643d05a98,dev_5d50095fb2,0.30365841710986896
acct_db0e1de3bd,dev_a06da3718f,0.4212735605515239
acct_5765068d13,dev_1c1d7a67e7,0.1797717077949118
acct_6e5dea9133,dev_ce5a52b5a2,0.4207338711650098
acct_ddfbc44253,dev_1eea9217d2,0.07112953582559234
acct_bd91e9139c,dev_f33c27ea55,0.11321728300705158
acct_b28b87d5aa,dev_ea8a8ae2e3,0.6686947628434194
acct_4dffd33aa2,dev_2c5035fbbd,0.262572461160155
acct_8b4ffb5c74,dev_c5fd645a90,0.7114058474795725
acct_13510136b4,dev_bda75ef03c,0.048108528016667984
acct_a5fab3894e,dev_0f53ac459b,0.5627030530435029
acct_94d68b6cd6,dev_ba67cb1f71,0.3914486635868403
acct_bd7c2742a6,dev_9cef6e857e,0.7969713919154653
acct_cf66333fd1,dev_53538bbb4b,0.7839515802055619
acct_817a7c974e,dev_b2b0cc9835,0.37555964245750817
acct_71379c6092,dev_a58b2b742e,0.6227140140877143
acct_090c0ee0aa,dev_095c206a41,0.2275488688194881
acct_e42d060a9b,dev_c91406d211,0.5804068361804202
acct_4d4e3ed127,dev_64643cd229,0.08126469394752245
acct_259a207f17,dev_a0c93007c2,0.4346042841186101
acct_459c2bfdf7,dev_37f6e57221,0.18272768153810914
acct_9223603f99,dev_2259e9bcb2,0.8833811820915227
acct_5fece8e52a,dev_f4220be9ce,0.4449008179668318
acct_511de04760,dev_89a97dc5a1,0.5907737486375348
acct_9e0f6c3f9c,dev_35534b05b0,0.3603818603300104
acct_18331e7996,dev_7b960c404b,0.2887410352398029
acct_d9ea8ee11c,dev_ee21dccf49,0.20291978306153358
acct_a5befce64e,dev_32775c5154,0.9118715826670196
acct_15b7e3e576,dev_a31d97c794,0.7994657824269527
acct_b578936219,dev_e9a17bb02c,0.13326114443103088
acct_519e7bb583,dev_9e82b535c8,0.7467248762917983
acct_10e88261f5,dev_22ff760894,0.4185307770366532
acct_c66bcdcff3,dev_3a0a9d6a67,0.015396654960569855
acct_7146c152a8,dev_f3d7054e36,0.528367320376222
acct_34837c82e0,dev_85d8892129,0.1300464400848661
acct_ae9809c1a8,dev_94ec5fc869,0.20993431309359467
acct_cd8ba42b48,dev_be400c3949,0.696040961424093
acct_b1703eabfc,dev_c30d90ef2a,0.2571420371411961
acct_68e3f7008b,dev_a505e79bd8,0.8918882018418166
acct_cf16f17dfd,dev_8a663603e2,0.6571697584241699
acct_6b034242b8,dev_43f023604a,0.8322834849108091
acct_f4d12ee22d,dev_5c812de41d,0.6151895383301841
acct_f9150d5188,dev_75a13bc3d4,0.8688495910220159
acct_ffff7080c9,dev_c5798a304e,0.3616846750221502
acct_ce8477c133,dev_d2b3d84a6c,0.5491405768855797
acct_9267991343,dev_5f12d6e23d,0.5158904004443335
acct_32b005bf07,dev_bca2a3a7d6,0.9037907080779705
acct_d9cedff052,dev_670ccd63d6,0.16491540860861353
acct_105e792505,dev_690b2a8fc6,0.5780607631866924
acct_2e72fec566,dev_1aef1ecd73,0.7544311942269804
acct_89c41013ad,dev_2a3f40761b,0.37004976053366034
acct_0b56427196,dev_f4569cf459,0.8675815246159764
acct_11cdc2bdd4,dev_59e284b9a3,0.37301476707773407
acct_7807a09463,dev_ebb66f9067,0.1733087598959161
acct_5eabd1315e,dev_188f828963,0.5840483554050317
acct_b360663188,dev_711f969177,0.4205680100373125
acct_df21d0cb0e,dev_78046b387e,0.015190104682004546
acct_d7031714b1,dev_2514630f17,0.06983859249350322
acct_6196e105e4,dev_5bf0e5e565,0.19527718020659002
acct_58ecb06a3f,dev_08719a74b1,0.7693299595181523
acct_f859bfea67,dev_3c49de3bba,0.8920395160337483
acct_0f5ea5116b,dev_e33e1af39d,0.5456408740142225
acct_d8c2992dac,dev_99e0eb8f5e,0.10556546251412346
acct_7ec882716d,dev_038c203ccf,0.534418952241846
acct_f93d8314d5,dev_4e5e97ceb5,0.855605460596945
acct_5ce34af89e,dev_532634e04d,0.7494776291225896
acct_715ee93bcf,dev_511c112d69,0.29109816369737496
acct_6dbff34ab1,dev_4ec4c13f1f,0.12389060928835782
acct_2272513108,dev_da3d827312,0.900681699762243
acct_d42691c0fe,dev_628f9d67a2,0.854088746632211
acct_af5be04c40,dev_e8bf06757f,0.05371536514522579
acct_c8ac16e553,dev_42d0d6c88f,0.8236744898245643
acct_1d8784ed97,dev_e92ca1d1f0,0.09721263778493949
acct_069d5921df,dev_d544301f44,0.06328363340203702
acct_3b59986e69,dev_2a3b884410,0.7586008971462594
acct_346324139b,dev_11b1d7904a,0.536310621924958
acct_d83222af38,dev_a94d866994,0.4145480240903189
acct_88cf6d69b1,dev_c90d65cf77,0.9038621959760219
acct_c6208784f1,dev_0d3105d72e,0.8393035720677537
acct_bfa95b8b7f,dev_daa546b48e,0.057623471547056604
acct_1ca8921ae1,dev_d282bf90fb,0.6160872419411724
acct_8a23046f8f,dev_958e319c67,0.7722674032074582
acct_50459c1be9,dev_e89bd112bc,0.5504905797749521
acct_157a38c57d,dev_68e04b10b8,0.9830054990761883
acct_3a8298f874,dev_8c30ab9a37,0.6860475046475483
acct_6a83ac9501,dev_27565a63fc,0.1041430126970253
acct_ae770f23f0,dev_33dda40685,0.19829801199995345
acct_3b969746d2,dev_d5a1a30a12,0.826245621199462
acct_64c08530ac,dev_97fd8123ec,0.9967566731443
acct_40258e92ce,dev_f52264aaf8,0.0983392668723897
acct_bfb3c7c406,dev_b065d89872,0.1003293178450484
acct_ba4553e774,dev_03a907a125,0.7633870541432835
acct_4db42860ac,dev_6cd7e3bcda,0.06435428171653956
acct_b4d4eda046,dev_13ffc2650f,0.06856011606484747
acct_392cf7ca8a,dev_1eb64929fd,0.8888164830096625
acct_ee8ade6e04,dev_662ada0f6b,0.8004498123184509
acct_19b1b6d5e1,dev_5054720604,0.8815631998643823
acct_d1f33ac849,dev_ddf5a16601,0.6505134021327537
acct_1710662840,dev_ca97e162bd,0.32253642193885845
acct_c6be6097ea,dev_9c893b325d,0.9063131903327911
acct_934607d5db,dev_4fae383a6b,0.2987235249744318
acct_c737a69a7b,dev_ea3905c199,0.27551083945484933
acct_37b3de60c4,dev_6d84481ebc,0.8864004191927712
acct_e83eb7bfdf,dev_cb1773373c,0.6808225924932079
acct_7817eefbd8,dev_b040c4bf66,0.8956720847092428
acct_eae7d559e4,dev_c1c25c836c,0.1559012892539724
acct_2cb106066b,dev_714bf5aa27,0.9522967977656314
acct_7774674cc0,dev_07c0a58395,0.6127421567003271
acct_1083fb056e,dev_586286955e,0.6680350440934276
acct_f99d71d8b6,dev_61ac35c06c,0.9140605803264515
acct_c073fef839,dev_26f87ffd00,0.38075297469462865
acct_eb4f9bcb61,dev_f1c3f37c9b,0.7195749946958622
acct_b17fbca850,dev_0ce3bbc71b,0.640340621124484
acct_da79070683,dev_db813e2f5f,0.7877527188659602
acct_475de15115,dev_935eb109ad,0.8969427918333073
acct_b8f425611f,dev_a33aaaaa77,0.6800608554300946
acct_145515d974,dev_d5e55c07a4,0.06763955450306436
acct_6df154ee66,dev_c1c2c99364,0.18314034584978023
acct_dc9f3e2463,dev_9e5d2863a1,0.9539781822670841
acct_d991526d5e,dev_6dedfceaf2,0.9686504733772262
acct_961a0c329e,dev_ed79993685,0.9674133136983625
acct_44f6deab36,dev_405625f628,0.036799400400117976
acct_37ca63fb62,dev_9c052b716c,0.38244816794941827
acct_1ff7873684,dev_65d713de57,0.759672703987996
acct_8211ca60cd,dev_07c4368d9c,0.7528858036578309
acct_52bd2a2dc4,dev_d935fdc362,0.08590890494995851
acct_5ad5f6ae18,dev_82a677c442,0.609488887089519
acct_f50092abe7,dev_9f3789341f,0.14286961854085745
acct_1139239d7f,dev_bddfbf7bf9,0.49320933286779334
acct_9b7f646497,dev_b62732a1a7,0.2396857008411215
acct_96ab409565,dev_276f1c8de2,0.053161171734727675
acct_4c2207432c,dev_3f3f555382,0.08001942552660957
acct_7e3117d50b,dev_129f434e07,0.9108929497299082
acct_2c5da32696,dev_d98d9164fa,0.7446459642015341
acct_273bd6f572,dev_82622819a0,0.9318239817729504
acct_e9af52ad59,dev_0549d3965c,0.4699899323335527
acct_e44d7e34a4,dev_30988c0803,0.4132924989528043
acct_4f5bfb7c54,dev_fec09ed7e4,0.3584072925020956
acct_2b1abefab4,dev_3a23226af1,0.61630709605209
acct_aa01464a92,dev_c0bd59de56,0.3515593869713336
acct_2e9b3c8515,dev_d6598636aa,0.7462732339820062
acct_49637f6396,dev_1fa35bbaa2,0.8013173262158622
acct_9e01e037cf,dev_79b74afc00,0.875844593429381
acct_da51f2560b,dev_293398cc74,0.24280093024527727
acct_eb6dadab44,dev_4390e54a89,0.5270220492923754
acct_4f7bac0689,dev_8fb874f126,0.22344461672983884
acct_4136cb2509,dev_e0e957f89e,0.03755582342034114
acct_47f020fb11,dev_c17ac45fec,0.7078253041698377
acct_35b6de41b9,dev_2dd405213a,0.5489812739351246
acct_6866cb72a0,dev_aa0e098918,0.7239272795530837
acct_f2c71bbe3e,dev_33bcf1e1a8,0.08762291140653711
acct_2c587c7fe8,dev_9c6545265a,0.995526179061942
acct_2282ab15a5,dev_f3b89bfc93,0.994348566947032
acct_de307940f6,dev_135a6176cd,0.4649998255035127
acct_1ccdd0e79f,dev_32147c37d8,0.866058715183836
acct_8706ef8f0c,dev_5e8736645d,0.2435685558055568
acct_0a5e1c5eb1,dev_d8e6e73225,0.737566161223297
acct_cb62417142,dev_bd0e00e8a6,0.8792258568135658
acct_38b3032638,dev_249b08a42e,0.8146662660807785
acct_e308a47c8d,dev_02bc86025d,0.8117740782411574
acct_8380caf01f,dev_7defffeff1,0.4630266320888651
acct_fc78b4ff33,dev_00cd2cd5e7,0.8199899477787728
acct_a8d0e155fd,dev_1bcab7c0ec,0.6907048130213005
acct_3e642da856,dev_8887f122dd,0.13245139814420437
acct_ddcbd87ec3,dev_2cff6989f9,0.11418440406452013
acct_bab1a7b85b,dev_8ff49df3b7,0.7719221359346399
acct_29703ede78,dev_a63693ce2b,0.6254640887729238
acct_0cdbc676d4,dev_21bb02c975,0.5193761171913774
acct_8391b1042c,dev_882b660728,0.9072617908488282
acct_3d92222bb8,dev_62aedd2004,0.6595903568712186
acct_e3190d4248,dev_99acac9100,0.39614674508830017
acct_e2ee970bd0,dev_3c17ddcd48,0.4139318081761838
acct_68f9224166,dev_aec70d0457,0.6052443608175849
acct_ebe1bcb415,dev_8912d99dcf,0.7602752846863484
acct_1d81c95b10,dev_398a490cc6,0.5643533069491241
acct_2f571dccba,dev_82047edf6b,0.5087608822191797
acct_03aacf3b25,dev_f1d7fc8726,0.7269007026541818
acct_3e843b05fb,dev_4e93033969,0.7052645499070364
acct_12b723adc4,dev_59fb79a66c,0.830346840613561
acct_9b4aeb1aee,dev_f519560d38,0.06255178627729441
acct_7b8d758032,dev_4d21cd53d0,0.7549521320819789
acct_417ec29195,dev_a5ba8d7494,0.51376045095169
acct_2fa2f77504,dev_5fc3bfe20e,0.07469312003315187
acct_a42ed7aeb0,dev_88fe571578,0.6790100281695197
acct_5a1a8e8cc3,dev_6f3d81f3f1,0.7165401940019428
acct_233ab7a94a,dev_8c69e8e4fb,0.5236271695446845
acct_1097137278,dev_2ab5f1e7d7,0.7937989776497628
acct_3f21d40b4d,dev_cf07e9bd9c,0.3002481086293015
acct_a80d522229,dev_44a05c95ee,0.20190721853143612
acct_2e59359251,dev_dcdd4af666,0.3507339517432785
acct_87a844f8d3,dev_c1ac90ea76,0.4100505132959775
acct_63f39f30db,dev_9629bbc3db,0.6959336024021688
acct_14ea00cedb,dev_fd53a71c84,0.8455199378782277
acct_8024d19d09,dev_08b03cc75f,0.7209181900786765
acct_856b841094,dev_e070ceec91,0.1739875590696015
acct_2c226c414b,dev_89ec53cc37,0.3662170848002574
acct_50deaafd44,dev_d928b2f312,0.158413713447778
acct_83adaf81ae,dev_8b7cc2b043,0.6867241995580513
acct_cd871bd3f4,dev_8cb5be07c1,0.24817187821689413
acct_c5291ef3d4,dev_f8d7e9d607,0.5253869328518468
acct_f783f59472,dev_0ec32d3f8c,0.7918298431946843
acct_3b6acf1673,dev_87102f912a,0.6709392749216151
acct_747ef0e562,dev_16e38fac9e,0.2983739906651327
acct_26f6607807,dev_0100a4d315,0.33286675061634086
acct_b816c48006,dev_23ecb9a3ee,0.6533642866030318
acct_f8ef54d6a0,dev_ba70449492,0.5494677493399441
acct_6190d222d7,dev_49256bfb86,0.09639348747004439
acct_93b878bf9a,dev_bcd45ed83e,0.8739915892735461
acct_faeb2cba9f,dev_c5223604de,0.5126132480536286
acct_0686fca01d,dev_0f7cf674e3,0.4733610131974654
acct_ffa8ea8f59,dev_21a1ac1eb9,0.19843933663226232
acct_281d0835c7,dev_60cb64687a,0.3769938189705373
acct_2aa5e6226a,dev_c6e26980b0,0.3328248623150991
acct_8d3ff7edf7,dev_24051a92d1,0.27073568282942684
acct_e0b1ae0bf0,dev_dfe0b0161a,0.5674065746467731
acct_9effb65bef,dev_ad9758befd,0.46227536028028204
acct_70afbed307,dev_7e34135285,0.8891976853146673
acct_950006e1a9,dev_65770411a1,0.9413439770471609
acct_d869023654,dev_d0f64e717e,0.21947342922809088
acct_6ad8c811ef,dev_c2a73b528e,0.10010542876721051
acct_9945dc1e36,dev_0e66ad3cca,0.7853375514877494
acct_02bcff3d0a,dev_71ad41918e,0.994861403638609
acct_b0062d039e,dev_75e2117a1a,0.8636000698541542
acct_03d9231fe2,dev_2c1e64b72c,0.023697402118734723
acct_e5651f15ea,dev_c45a824ad2,0.251263550706466
acct_fc42b4a1dc,dev_cfd2ee99fa,0.04334227704126392
acct_b7c2a275f0,dev_6b37d01c60,0.8207793770411665
acct_1689d2dbe1,dev_efc683a523,0.5814069762923163
acct_272ee4eaea,dev_2261c87922,0.5137185411670538
acct_a507b15226,dev_b0c70561f8,0.5544498819965276
acct_b1f147366b,dev_a147e0ec66,0.25245125869659113
acct_d17336b48f,dev_1241dee7c9,0.6016383691388628
acct_8e4a0e32ca,dev_c903d4987c,0.030666978464029993
acct_0c6579d8b6,dev_36aafb117c,0.6460117239708396
acct_829c8d4ee8,dev_28c39a7cca,0.7344338301788308
acct_316d6d5f3a,dev_c073442ae7,0.6730262637118272
acct_68b1389d1a,dev_764c47b8cd,0.33211751831222025
acct_6b55af9b6d,dev_8f14cf29d0,0.8262629151275427
acct_bae1e667df,dev_3472179e67,0.7155439971174821
acct_8a3bc627e8,dev_e2d9860ae3,0.12829732292427787
acct_76b3ba52c8,dev_b24b0735eb,0.19514422053831504
acct_d0be352238,dev_5e45a77bb8,0.6371084131782386
acct_53aa1ba38d,dev_3cc9860657,0.28941613355602613
acct_239320da46,dev_a9dd8adf79,0.11943294144623695
acct_f298125093,dev_9545083d99,0.1549689931498922
acct_253996f450,dev_5598f960a9,0.16561718054040064
acct_02f2bafb39,dev_653575e1ed,0.4777909068183822
acct_18ea01878e,dev_006eb757a5,0.6073854534294973
acct_aa333b3346,dev_ee738db3fc,0.17640227485441495
acct_336b9cddbb,dev_69f766a42a,0.7124966103632211
acct_3b99348f81,dev_706919f73f,0.28101260750152846
acct_3cf0727200,dev_6b6b94c8a6,0.31155813839396085
acct_8f04d815ce,dev_15042b1e01,0.22349862107410756
acct_82e9adcb53,dev_ac692b2f1a,0.785206135943191
acct_c24505764e,dev_e92bc9c708,0.959813832936877
acct_0a794814b7,dev_c74279b267,0.4924998486780927
acct_fb09862db2,dev_4707f49440,0.0420306414319922
acct_efc8d555b2,dev_4ff001161e,0.26056931642547587
acct_f223238ec0,dev_ca9cbfecdb,0.15805029111884605
acct_88234245e0,dev_6331ed0c6f,0.8427622848520179
acct_111294df35,dev_1cc496b7c2,0.08485398743320516
acct_a6e58d3d46,dev_0248f67440,0.9664762406883838
acct_32b28ddcbd,dev_df114c561c,0.588513776624626
acct_f41c1ebd28,dev_535f357f76,0.5177397870741632
acct_6aa28e615e,dev_b2773eeefb,0.8473506224191868
acct_83eb2a49fc,dev_6280495f8f,0.02754762129145616
acct_9eb57e7a15,dev_675b6ccdb1,0.7771527494070096
acct_0d9caaa93b,dev_a1c73f65b7,0.11660404556851656
acct_b601939740,dev_99dfd84a10,0.8407780989404321
acct_7fac0b4b82,dev_ce89d9b34f,0.5291762192378618
acct_327ce836f9,dev_731da6d9b2,0.06112940236009179
acct_1162b60f4b,dev_445b731413,0.8332450388013244
acct_f94e9d2257,dev_bd7ae8119f,0.027314117071251642
acct_0178d6acee,dev_d83d6c5c5a,0.1383706928936035
acct_e68210b557,dev_0afe0db72b,0.7978245238266289
acct_32000ded6f,dev_2ffb55b46b,0.464871123857891
acct_dc169a75c0,dev_c5e1cc768a,0.8813887043548337
acct_b1125dcd04,dev_3784aae808,0.6354292727910835
acct_fb2696aa8a,dev_c24272a8da,0.623528754370408
acct_bce0c08b19,dev_12b8e5526f,0.29223510613201487
acct_f0a4a19f46,dev_951359fb3c,0.13368052355173354
acct_8c4c48282f,dev_c9d47ad809,0.9611723908966826
acct_40dd427e0d,dev_f9173aa461,0.10479768914339516
acct_191997af52,dev_a2955db876,0.5290106000735676
acct_59031e24fe,dev_574be5c5d3,0.27256859083478024
acct_a4303c904e,dev_c5c43f25ca,0.2641406635814547
acct_03ded80b5b,dev_9164fad9d2,0.5945862193028131
acct_df389519b9,dev_2319ecce06,0.7979341171788689
acct_340a12566b,dev_7b17369521,0.7771794828312787
acct_5756fbcb39,dev_0e046d0f6e,0.8688016891935535
acct_a6238e3f29,dev_f45207ca68,0.2929027379123671
acct_59bea91a0c,dev_afaeb3048c,0.4657513817150738
acct_269a0d4b17,dev_9d12b28ce5,0.009334573220024955
acct_8541161524,dev_43f6fea873,0.7468576231363655
acct_9283a29148,dev_35beef27d5,0.30234311214228304
acct_6e49ad6afe,dev_e77733902b,0.5614935332701865
acct_d96d1ddbde,dev_75b3ffb7b2,0.1693002820194507
acct_588b45ac71,dev_ba27927970,0.8193995071343285
acct_f5f07ae61d,dev_5a6700e84f,0.8172722192782778
acct_255937e4ae,dev_642efaae24,0.8774529147529555
acct_870111bdd7,dev_7ff8ea6ab8,0.04593699710672283
acct_739e8cf08b,dev_08b2ae46fe,0.9924587097750137
