transaction_id,account_id,device_id,counterparty_account_id,timestamp,amount,payment_rail,is_fraud,fraud_type
txn_e35c585872,acct_a744b87871,dev_8d36f99aa5,acct_3a8f6822b3,2026-01-01 04:36:30.652821,121.17,RTP,0,none
txn_4b1bd24d9f,acct_fa7a2c3677,dev_cbed71023c,acct_e9ae87ddc6,2026-01-01 04:43:35.631958,28.27,ACH,0,none
txn_9184967710,acct_b96b60fd37,dev_9e626246e7,acct_a11181c116,2026-01-01 04:56:21.434933,290.9,RTP,0,none
txn_8fa6553bab,acct_b4efa704de,dev_1e267c08e4,acct_79bfa73e84,2026-01-01 04:58:41.353357,85.42,RTP,0,none
txn_8245818313,acct_b96fc693ef,dev_0bba83d39e,acct_f80eaa0b04,2026-01-01 05:09:46.445502,29.46,RTP,0,none
txn_4328836663,acct_7e071d56ff,dev_6435d4a8fc,acct_fa1b66ea2a,2026-01-01 05:23:47.941046,476.77,ACH,0,none
txn_5e5cbd88f1,acct_b93f6b7855,dev_d23ddb5bd5,acct_c608915255,2026-01-01 05:31:32.683113,1015.47,RTP,0,none
txn_34ddb0ea66,acct_d859bd4613,dev_c099551a1a,acct_97c0e2255f,2026-01-01 05:31:34.817582,68.17,Check,0,none
txn_ef7c0df204,acct_9ffbeeab28,dev_be48b39b59,acct_b3332a8265,2026-01-01 05:34:21.147616,62.03,ACH,0,none
txn_347d9dde83,acct_1ff7873684,dev_65d713de57,acct_c24505764e,2026-01-01 05:45:37.148296,464.03,Wire,0,none
txn_577b168ca8,acct_086b59f244,dev_4585757282,acct_caeeaccd5d,2026-01-01 06:10:35.776038,500.75,RTP,0,none
txn_6ee5e5c178,acct_e68210b557,dev_0afe0db72b,acct_eed378e194,2026-01-01 06:17:30.801267,688.01,ACH,0,none
txn_db624ce17e,acct_1764dd197e,dev_82962fadc7,acct_8065bccd2f,2026-01-01 06:25:15.456302,42.95,RTP,0,none
txn_b280622718,acct_845612a40d,dev_017a027e77,acct_1339bdeadc,2026-01-01 06:26:18.787730,908.49,Wire,0,none
txn_9fd18a86b8,acct_bafc03a3a4,dev_eb7c7bc802,acct_4a8900effc,2026-01-01 06:26:49.572471,240.0,ACH,0,none
txn_e6affb97ca,acct_7e9a5ff247,dev_adbe51232b,acct_e0ccdf7969,2026-01-01 06:26:50.452224,70.95,ACH,0,none
txn_7f47703061,acct_3b969746d2,dev_d5a1a30a12,acct_a175c2f231,2026-01-01 06:35:39.234070,119.65,RTP,0,none
txn_9d5b7788d3,acct_134364cfc8,dev_79c3dbc83b,acct_5ba0e2c60b,2026-01-01 06:40:16.789732,8.07,ACH,0,none
txn_b28f8bc4da,acct_6e533e8660,dev_c0ab5e6fe6,acct_f1bdf86259,2026-01-01 06:44:24.386652,10.08,ACH,0,none
txn_76038b8040,acct_ce153c43dd,dev_36990010c4,acct_4d41817707,2026-01-01 06:56:17.843090,286.34,Wire,0,none
txn_17a61cdb76,acct_f685d222d3,dev_ed5e4a1721,acct_80b8ce7057,2026-01-01 07:04:16.096450,34.41,Wire,0,none
txn_47334d2a59,acct_739e8cf08b,dev_08b2ae46fe,acct_64fc65139c,2026-01-01 07:04:24.905461,296.43,ACH,0,none
txn_8a59975f0a,acct_0e41651880,dev_e5fb03cb63,acct_c5b9fb36d8,2026-01-01 07:06:40.139660,48.02,Check,0,none
txn_68d144c532,acct_2e72fec566,dev_1aef1ecd73,acct_b5d7a71ee2,2026-01-01 07:14:51.643304,156.7,RTP,0,none
txn_a4ffb15848,acct_431531dbb7,dev_5b9cd894c1,acct_4273d7563e,2026-01-01 07:19:19.050143,21.12,Check,0,none
txn_d79dd73655,acct_85493b17a9,dev_7a35f35ece,acct_a99b2277b9,2026-01-01 07:20:19.666529,145.65,ACH,0,none
txn_9be1aaaec6,acct_2cb1f8d899,dev_14d4963d7b,acct_7d4724a736,2026-01-01 07:20:42.420042,136.44,ACH,0,none
txn_36f4d80601,acct_3f5c68a79f,dev_585b2056c2,acct_b3332a8265,2026-01-01 07:33:06.815823,66.78,RTP,0,none
txn_0dba10088c,acct_e317dd65e2,dev_380cd9a2c7,acct_fe7546871e,2026-01-01 07:39:36.701205,224.38,RTP,0,none
txn_90781f8c7f,acct_95fd9000ba,dev_8f85c76fed,acct_0311b7e24c,2026-01-01 07:46:14.356283,22.55,Wire,0,none
txn_f6a15d184e,acct_2bce1bf17e,dev_b72012bcf8,acct_e41722986d,2026-01-01 07:59:42.745055,109.71,RTP,0,none
txn_e7be7ac399,acct_ba1d850f97,dev_b0d130f2f3,acct_782c928f5f,2026-01-01 08:03:19.301280,10.21,ACH,0,none
txn_4465ae4cc9,acct_e02d82c742,dev_3fbdb4c7be,acct_d7399981f3,2026-01-01 08:18:13.003619,202.7,RTP,0,none
txn_a0d0a4d22b,acct_b8f425611f,dev_a33aaaaa77,acct_d64261ea12,2026-01-01 08:26:25.791273,250.08,Check,0,none
txn_fd17be1c76,acct_30d9bbc8b0,dev_1e0bd09bb1,acct_fe7546871e,2026-01-01 08:35:50.994708,433.84,ACH,0,none
txn_9887c3261d,acct_aaa8d1c53b,dev_06a78e9fa4,acct_7ab0bc758e,2026-01-01 08:40:34.834840,63.54,Wire,0,none
txn_807569730b,acct_32eeb79040,dev_334a53ed2c,acct_680946e1af,2026-01-01 08:41:58.758250,27.63,ACH,0,none
txn_6a5c66a2a5,acct_58b4ef1ab0,dev_25cb380d1e,acct_32eeb79040,2026-01-01 08:51:33.140930,328.08,RTP,0,none
txn_1e6dbc7fbf,acct_086dac7555,dev_fa3ff9a0fa,acct_be931809ac,2026-01-01 08:55:59.970601,336.9,ACH,0,none
txn_567603eb85,acct_53061f468a,dev_8eba65a8ac,acct_fa1b66ea2a,2026-01-01 09:00:25.965557,85.67,RTP,0,none
txn_65a4e5c23e,acct_1afe618a86,dev_270acad72a,acct_726d0ba957,2026-01-01 09:02:19.920196,113.77,Check,0,none
txn_e0bfb8012c,acct_0d9caaa93b,dev_a1c73f65b7,acct_82c1289e39,2026-01-01 09:08:56.470970,57.24,ACH,0,none
txn_a60047edcf,acct_fdce13bef1,dev_0a85eb1147,acct_f223238ec0,2026-01-01 09:16:11.986183,295.07,Wire,0,none
txn_0b596f1d00,acct_947bb26fea,dev_13746fb95f,acct_993a5fdae5,2026-01-01 09:26:15.873963,65.73,RTP,0,none
txn_bcd1d3258c,acct_cf16f17dfd,dev_8a663603e2,acct_4255580a56,2026-01-01 09:26:47.773170,50.97,Wire,0,none
txn_f5876be5ef,acct_bab1a7b85b,dev_8ff49df3b7,acct_0aa3e09690,2026-01-01 09:47:56.790558,355.93,RTP,0,none
txn_dfefeabb1a,acct_c836224eb7,dev_e73be82934,acct_920e47df54,2026-01-01 09:50:05.346366,52.21,Wire,0,none
txn_53c1b621d8,acct_d8601794e6,dev_cc45b5baef,acct_b4efa704de,2026-01-01 09:55:56.683843,9.31,Wire,0,none
txn_fc1b2c43fc,acct_bdd5b34ad5,dev_0c4f53ebf1,acct_b8c7a66224,2026-01-01 10:02:53.646611,122.23,Check,0,none
txn_220a35dc77,acct_4dfe56c474,dev_2362c06d2b,acct_1240685745,2026-01-01 10:03:37.083131,242.91,RTP,0,none
txn_19a61edae5,acct_0c6a263af8,dev_b7fb6029fb,acct_4dfe56c474,2026-01-01 10:04:58.098906,13.18,ACH,0,none
txn_20d1ce4d40,acct_a3e4edcba4,dev_52a9200262,acct_ca9891f9d9,2026-01-01 10:05:14.326070,51.92,ACH,0,none
txn_4fb23c2ba7,acct_0de492502f,dev_991a785a08,acct_720b18be9e,2026-01-01 10:05:52.774257,53.72,ACH,0,none
txn_4411531992,acct_b7ad25f5c7,dev_1bf6b4cba5,acct_700235f693,2026-01-01 10:07:13.599148,415.72,RTP,0,none
txn_69249b1e07,acct_afad2d4805,dev_b0808b2481,acct_f6b6679f9d,2026-01-01 10:29:47.074567,171.88,ACH,0,none
txn_b68934b825,acct_13510136b4,dev_bda75ef03c,acct_3f0dbce371,2026-01-01 10:36:53.153780,64.64,ACH,0,none
txn_20823df05e,acct_6777c01575,dev_d628436d50,acct_d679ab09d1,2026-01-01 10:39:29.048546,110.18,ACH,0,none
txn_5d99dc5ae8,acct_9eb57e7a15,dev_675b6ccdb1,acct_097226737e,2026-01-01 10:43:11.978009,107.19,Wire,0,none
txn_cd07817a86,acct_f2eda68383,dev_96593f5a13,acct_9326adc901,2026-01-01 10:46:11.674607,443.44,Wire,0,none
txn_94073653f0,acct_6e041fe213,dev_9992382adf,acct_f199c36413,2026-01-01 10:46:25.575715,1791.46,Wire,0,none
txn_7aaed725f7,acct_a73b84c412,dev_7ad0c84385,acct_92a92c3412,2026-01-01 10:53:00.016205,71.31,ACH,0,none
txn_b3edc341c9,acct_4984df6f03,dev_9908647495,acct_e03975aec4,2026-01-01 10:53:20.006658,65.82,RTP,0,none
txn_58c0fae470,acct_6ad91fd4d1,dev_f1954ef866,acct_a4cc17edbd,2026-01-01 10:54:43.372557,98.84,ACH,0,none
txn_c1281a0e05,acct_7b583e04f5,dev_c6bb7ca632,acct_a108292b03,2026-01-01 11:07:31.826054,41.81,Check,0,none
txn_e6179a9564,acct_03bc628981,dev_cb4ada1fe1,acct_9ca5bb88fa,2026-01-01 11:11:28.395290,103.67,Wire,0,none
txn_4aa4042266,acct_47aad4b295,dev_1e03cd53c2,acct_4db00d0ded,2026-01-01 11:11:35.321894,166.19,Wire,0,none
txn_3feb2aacb0,acct_3a6cf747bf,dev_0c8cbad317,acct_4f0ed4fecd,2026-01-01 11:11:57.950235,21047.12,Wire,1,mule_layering
txn_c1ed0a8afd,acct_b8223def21,dev_fb36aaf823,acct_721ca3c0fe,2026-01-01 11:24:54.073244,37.38,Check,0,none
txn_d6a57e98ab,acct_17c50bff23,dev_9270728343,acct_0cd20b670b,2026-01-01 11:28:13.748979,31.35,ACH,0,none
txn_bf4aa1fa22,acct_8583233559,dev_41f275853d,acct_3b759b67e3,2026-01-01 11:30:47.823831,51.78,ACH,0,none
txn_dc46752d1e,acct_a95c4663fb,dev_20f287da7d,acct_803289edc9,2026-01-01 11:36:01.482355,52.2,Wire,0,none
txn_ce1abdfa55,acct_073692b00a,dev_7ae17e463c,acct_cf511cabbf,2026-01-01 11:36:15.617929,336.56,RTP,0,none
txn_b9d9c76e79,acct_792abf7703,dev_4de0da31de,acct_32b28ddcbd,2026-01-01 11:38:53.541988,88.14,ACH,0,none
txn_03ed50c5e8,acct_c7b0f10cf6,dev_62992bb6ce,acct_4db00d0ded,2026-01-01 11:49:31.027577,544.24,ACH,0,none
txn_11ac9f1102,acct_90a3ba3f1b,dev_d4370cd207,acct_5c96a9abfb,2026-01-01 11:59:46.008330,84.71,RTP,0,none
txn_c5ebab8c69,acct_9de0e1b189,dev_acaeed1f08,acct_a9348aab51,2026-01-01 12:13:05.604000,178.53,RTP,0,none
txn_575904d1a6,acct_de28e09043,dev_d6ac6280c1,acct_2bdd5c8a37,2026-01-01 12:22:06.112747,60.96,Wire,0,none
txn_2fcfbe3712,acct_6705fe6478,dev_b77cf826a5,acct_08b32b64f9,2026-01-01 12:28:53.348929,22.26,RTP,0,none
txn_3dc21fa724,acct_11ef599726,dev_d26b8497c0,acct_120a7c8101,2026-01-01 12:47:52.221576,69.77,RTP,0,none
txn_dc0da61fc6,acct_e78d456264,dev_e833d5efa2,acct_1f1ebc04d0,2026-01-01 12:52:23.812945,143.79,ACH,0,none
txn_78cc35d05b,acct_ddfbc44253,dev_1eea9217d2,acct_2e96ff893c,2026-01-01 12:55:14.423487,129.24,RTP,0,none
txn_0b9dd6d0f0,acct_97c565d997,dev_798c0a1362,acct_b0c9551977,2026-01-01 13:02:52.954253,152.82,RTP,0,none
txn_24ce7a8c35,acct_9a1ec397c4,dev_2fed798336,acct_3b59986e69,2026-01-01 13:03:22.078009,113.09,ACH,0,none
txn_7fcaca7cca,acct_62ddda7a1d,dev_a66cbcc6bb,acct_c92fa78ec5,2026-01-01 13:06:25.825305,135.91,Check,0,none
txn_29a16bd5c6,acct_f21ab48e1a,dev_004abcbd4c,acct_66bc0f2b36,2026-01-01 13:18:53.829272,57.99,RTP,0,none
txn_c41746633a,acct_f69687f59f,dev_6b01aa1375,acct_7ac6d61e06,2026-01-01 13:23:07.882320,251.38,ACH,0,none
txn_268f125540,acct_408f27bae9,dev_3c0c0d7abb,acct_c95df1896f,2026-01-01 13:27:32.268322,48.59,RTP,0,none
txn_499a0b124e,acct_b456e08d15,dev_9106ec8b8e,acct_efc8d555b2,2026-01-01 13:52:43.426708,27.19,ACH,0,none
txn_d714be448e,acct_bbca7ed319,dev_b79b5fe825,acct_2c8b320fe6,2026-01-01 13:53:18.487848,53.42,Wire,0,none
txn_7b83a5e246,acct_ca36c85183,dev_a0793c21a3,acct_3d48d338d9,2026-01-01 13:59:45.745873,191.34,Wire,0,none
txn_f5eea9c240,acct_0374253a79,dev_93c04ed4f6,acct_72c31d5e6b,2026-01-01 14:00:47.095518,150.14,ACH,0,none
txn_6638dfe6d3,acct_54a00e7026,dev_18efd47bf4,acct_be16233f71,2026-01-01 14:03:31.457977,38.8,RTP,0,none
txn_adee172ff8,acct_b89942bc5e,dev_f5fbeb1410,acct_96ab409565,2026-01-01 14:09:28.836919,329.47,Wire,0,none
txn_aa2f711dc9,acct_a11181c116,dev_2e03bc4609,acct_3fa24b14c1,2026-01-01 14:14:23.640571,78.76,ACH,0,none
txn_a4f8629591,acct_d0000120c5,dev_56c436083d,acct_0cdbc676d4,2026-01-01 14:33:03.419668,304.98,Check,0,none
txn_4869f40fa2,acct_88d2e4faf0,dev_2ddfbd5c49,acct_5134576923,2026-01-01 14:33:59.027240,233.23,RTP,0,none
txn_b548e78b45,acct_05cd6e091a,dev_ac133f3f2b,acct_75b66edcc5,2026-01-01 14:39:57.589472,1789.69,Wire,0,none
txn_30f84edb97,acct_91a9c6cdac,dev_93b6a75618,acct_fba699424a,2026-01-01 14:41:41.601238,140.45,Wire,0,none
txn_901c7d2ebf,acct_e03975aec4,dev_28011fa2e4,acct_55d273d9de,2026-01-01 14:46:19.441245,69.3,ACH,0,none
txn_83f36e3c41,acct_5af2336b87,dev_70ca63eda2,acct_76f34d6f32,2026-01-01 14:48:56.646036,92.63,ACH,0,none
txn_7583d3fdd8,acct_b2ed0026c2,dev_1e894086d0,acct_d880ee7864,2026-01-01 14:53:35.313248,116.97,Check,0,none
txn_717a95a40d,acct_c8dfa6d6c0,dev_35dbd52103,acct_49eb4312ce,2026-01-01 15:01:21.308783,299.86,RTP,0,none
txn_b1667ea798,acct_fc3385a4c3,dev_3a08c922b9,acct_7b0dab5e27,2026-01-01 15:04:46.840854,414.67,ACH,0,none
txn_4cd7672665,acct_f9a76b9fa8,dev_df858102da,acct_44e1a666c6,2026-01-01 15:19:40.249162,609.56,RTP,0,none
txn_ca5f8f92cd,acct_0b0b091763,dev_0b7163b49a,acct_ac265c0d4b,2026-01-01 15:20:14.858391,21.27,RTP,0,none
txn_35118f3d85,acct_a4cbb4e7fa,dev_40018d2179,acct_a17d8f6fc5,2026-01-01 15:26:21.386638,24.14,ACH,0,none
txn_17693b2b44,acct_a73b84c412,dev_7ad0c84385,acct_8ba7bd2d18,2026-01-01 15:32:43.977441,120.47,RTP,0,none
txn_66f5cb8177,acct_2c5da32696,dev_d98d9164fa,acct_247a146ae4,2026-01-01 15:43:28.367879,327.55,ACH,0,none
txn_707ae5e7a1,acct_e6eb933fd1,dev_45ad6b843c,acct_cadbc178bd,2026-01-01 15:44:34.926259,268.95,ACH,0,none
txn_1e72e73283,acct_3f8a845b37,dev_7a7c8f6951,acct_afe8f2931f,2026-01-01 16:04:04.050317,118.97,ACH,0,none
txn_67dd810658,acct_111294df35,dev_1cc496b7c2,acct_eec3120be0,2026-01-01 16:13:39.356472,53.02,ACH,0,none
txn_19cf5cba0c,acct_a2ca2df280,dev_5f0c7fd9b3,acct_c8dfa6d6c0,2026-01-01 16:30:02.109584,30.97,ACH,0,none
txn_b9b90383f8,acct_2652eb61c2,dev_f7d5533fe1,acct_6e3bea5e2a,2026-01-01 16:30:10.924558,78.03,RTP,0,none
txn_f69f170de4,acct_9a30cdf8de,dev_f69cfc682d,acct_a80d522229,2026-01-01 16:31:45.335377,123.49,ACH,0,none
txn_6947b53316,acct_19910ca672,dev_f72ae792d7,acct_a013359133,2026-01-01 16:42:58.539243,308.6,ACH,0,none
txn_67c919255a,acct_cab5e8aed8,dev_92ad56ad4f,acct_2fa2f77504,2026-01-01 16:44:03.034906,54.27,Wire,0,none
txn_ccb1d32f0d,acct_067f571d0f,dev_a8b5fd0226,acct_129584eceb,2026-01-01 16:44:17.466469,444.8,RTP,0,none
txn_d27b7fca69,acct_31042a01e3,dev_d365a14de7,acct_c6208784f1,2026-01-01 16:47:10.687581,18.49,Wire,0,none
txn_d00b3572e5,acct_6edd757e5a,dev_adf466d7be,acct_105e792505,2026-01-01 17:03:56.979684,73.73,RTP,0,none
txn_20da311a15,acct_4a883cccd7,dev_12e022d24b,acct_5de772a288,2026-01-01 17:07:30.852226,10.42,ACH,0,none
txn_ec3ec97d51,acct_a476245f4c,dev_c7c90655bb,acct_172c518f02,2026-01-01 17:09:29.840012,137.76,ACH,0,none
txn_2f55167a6a,acct_b0062d039e,dev_75e2117a1a,acct_0a6fbd3bc6,2026-01-01 17:10:59.513224,233.14,ACH,0,none
txn_df0ea6cff7,acct_bfb3c7c406,dev_b065d89872,acct_832411e920,2026-01-01 17:21:27.311086,53.01,RTP,0,none
txn_c6c4f25a24,acct_681f38933e,dev_cb096e3a68,acct_d25c70f863,2026-01-01 17:26:42.834323,61.2,ACH,0,none
txn_b8ba0d6fa8,acct_544a20f310,dev_9341af3ff0,acct_032d2213ee,2026-01-01 17:41:25.340335,27.44,Wire,0,none
txn_31ee7408a1,acct_ae770f23f0,dev_33dda40685,acct_1ee2a40860,2026-01-01 17:50:47.048256,174.25,ACH,0,none
txn_9690cf7187,acct_2dc282b676,dev_36a23ecad6,acct_8a31657941,2026-01-01 17:52:50.864519,35.85,RTP,0,none
txn_75ce2add45,acct_4d3f928f21,dev_c46648f0e4,acct_3b6acf1673,2026-01-01 18:05:47.357915,345.87,RTP,0,none
txn_88708b25d7,acct_8a495051a0,dev_2a9c2077d4,acct_97fc93d590,2026-01-01 18:05:53.207034,207.58,ACH,0,none
txn_43202c9060,acct_d4dca01ba7,dev_993ae2c274,acct_a562b88db9,2026-01-01 18:06:07.637419,53.49,RTP,0,none
txn_5bbce1b255,acct_4b4680cc28,dev_bce8435a51,acct_ea65f5d88d,2026-01-01 18:21:34.116732,104.03,Wire,0,none
txn_222cf81266,acct_0a4fac95cf,dev_b5d34e17bf,acct_f298125093,2026-01-01 18:27:31.624473,51.42,ACH,0,none
txn_a924112756,acct_54a5642376,dev_72abcff408,acct_ab3eec18a9,2026-01-01 18:39:02.510494,81.55,ACH,0,none
txn_3315e0ec92,acct_aae009f2de,dev_365191c369,acct_13510af243,2026-01-01 18:57:01.853010,691.67,Wire,0,none
txn_4746507bf8,acct_526c1932c7,dev_8cd5f93db8,acct_88d2e4faf0,2026-01-01 19:06:44.176503,233.57,Check,0,none
txn_145ab1abc8,acct_247a146ae4,dev_33f7c4c3a6,acct_54c04fb0c2,2026-01-01 19:13:09.391727,38.64,RTP,0,none
txn_e92e791cc2,acct_6d2f31ed14,dev_7c6ec4af02,acct_587aec47e5,2026-01-01 19:16:06.510326,39.52,ACH,0,none
txn_cdfa102e21,acct_e3dc604674,dev_84135b024c,acct_3b35bd985b,2026-01-01 19:23:30.645295,27.96,Check,0,none
txn_61a3380855,acct_5ad99c44b4,dev_4cb35ac36b,acct_2540e4d138,2026-01-01 19:25:53.328778,521.11,ACH,0,none
txn_cd5aa5de28,acct_f508685f8f,dev_ac743db941,acct_2e72fec566,2026-01-01 19:42:05.912864,25.04,ACH,0,none
txn_e8a360395c,acct_03ded80b5b,dev_9164fad9d2,acct_af535d6fd1,2026-01-01 20:06:46.031968,149.63,ACH,0,none
txn_f0fda30ca0,acct_8f15df23c3,dev_37b1907077,acct_ba279badd8,2026-01-01 20:07:54.488283,132.06,ACH,0,none
txn_9be674ee5d,acct_8c85351238,dev_f91b11f0e0,acct_9c562e8887,2026-01-01 20:10:15.428386,111.49,RTP,0,none
txn_a01cc65159,acct_f7250d4193,dev_06873b0840,acct_b32ca662e9,2026-01-01 20:10:25.449785,62.27,ACH,0,none
txn_b701d0674a,acct_00265502c4,dev_a077842d6e,acct_2b1abefab4,2026-01-01 20:10:32.179200,29.68,Wire,0,none
txn_0604dbaada,acct_ebac8fd651,dev_48f7fa4f92,acct_9a79932a0e,2026-01-01 20:15:40.065090,207.72,Wire,0,none
txn_76a390803b,acct_e7768a4235,dev_633b376972,acct_014b2ceb12,2026-01-01 20:16:14.986395,100.82,Wire,0,none
txn_93d1bc51b3,acct_34020e673c,dev_c27b8e741e,acct_8fe72f412e,2026-01-01 20:18:26.058395,86.31,ACH,0,none
txn_e1860a2877,acct_9ce4703388,dev_af2330faf5,acct_23e6e51354,2026-01-01 20:18:56.867986,364.84,Wire,0,none
txn_3063cdf7fc,acct_0ebbc1d21b,dev_55945aaf73,acct_6e533e8660,2026-01-01 20:20:25.545315,116.56,ACH,0,none
txn_a73cc86fc4,acct_a86877bde7,dev_e14aea9e96,acct_c073fef839,2026-01-01 20:42:51.115873,17.5,RTP,0,none
txn_14fc62d860,acct_7ac867b5bf,dev_cf2b3bde06,acct_009d87088d,2026-01-01 20:43:52.573914,205.91,ACH,0,none
txn_17d7ec348a,acct_1901cc5c47,dev_a5e57abb69,acct_090c0ee0aa,2026-01-01 20:50:41.010194,141.45,Wire,0,none
